"obs_site","ant","tag_id","run","filename","rel_site","subbasin","subbasin_name","rel_date","etype","date","count","rtype","length","transported","year","mindate","maxdate"
"BRIDGC",NA,"3DD.0077603453","Summer","JDI16261.BGB","BRIDGC",17070204,"Lower John Day",2016-09-17,"Recapture",2017-01-22 11:47:00,1,"W",74,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776035BD","Summer","JDI16261.BGB","BRIDGC",17070204,"Lower John Day",2016-09-17,"Observation",2017-03-08 15:15:08,1,"W",81,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.00776035F0","Summer","JDI16272.BFB","BRIDGC",17070204,"Lower John Day",2016-09-28,"Observation",2017-05-02 20:27:28,1,"W",81,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776035F0","Summer","JDI16272.BFB","BRIDGC",17070204,"Lower John Day",2016-09-28,"Recapture",2017-07-05 06:04:00,1,"W",81,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.0077603622","Summer","JDI16261.BGA","BRIDGC",17070204,"Lower John Day",2016-09-17,"Observation",2017-10-16 06:38:38,1,"W",82,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077603622","Summer","JDI16261.BGA","BRIDGC",17070204,"Lower John Day",2016-09-17,"Observation",2018-04-10 20:40:20,1,"W",82,FALSE,NA,NA,NA
"SJ2","Downstream SF John Day","3DD.0077603760","Summer","JDI16262.MFA","JSFMC",17070201,"Upper John Day",2016-09-18,"Observation",2016-11-09 03:33:33,1,"W",96,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.0077603760","Summer","JDI16262.MFA","JSFMC",17070201,"Upper John Day",2016-09-18,"Observation",2017-04-22 11:07:01,1,"W",96,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.00776037DD","Summer","JDI16272.GJA","GABLEC",17070204,"Lower John Day",2016-09-28,"Recapture",2016-09-29 11:23:00,1,"W",71,FALSE,NA,NA,NA
"BR2","Gable Creek","3DD.00776037DD","Summer","JDI16272.GJA","GABLEC",17070204,"Lower John Day",2016-09-28,"Observation",2017-02-21 11:48:01,1,"W",71,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.0077603809","Summer","JDI16272.GJA","GABLEC",17070204,"Lower John Day",2016-09-28,"Recapture",2017-01-19 14:58:00,1,"W",75,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.0077603809","Summer","JDI16272.GJA","GABLEC",17070204,"Lower John Day",2016-09-28,"Observation",2017-02-17 17:48:21,1,"W",75,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.0077603A3F","Summer","JDI16180.GFA","GABLEC",17070204,"Lower John Day",2016-06-28,"Observation",2017-05-16 12:11:40,1,"W",138,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.0077603E8C","Summer","JDI16272.GJA","GABLEC",17070204,"Lower John Day",2016-09-28,"Recapture",2017-07-11 11:43:00,1,"W",80,FALSE,NA,NA,NA
"JSFMC",NA,"3DD.0077604041","Summer","JDI16263.MKA","JSFMC",17070201,"Upper John Day",2016-09-19,"Recapture",2017-10-02 14:19:00,1,"W",113,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.0077604064","Summer","JDI16257.BFA","BRIDGC",17070204,"Lower John Day",2016-09-13,"Observation",2017-05-24 21:39:42,1,"W",82,FALSE,NA,NA,NA
"BR1","Upstream","3DD.00776040AE","Summer","JDI16274.BGA","BRIDGC",17070204,"Lower John Day",2016-09-30,"Observation",2018-04-21 12:36:52,1,"W",113,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.0077604123","Summer","JDI16257.BFA","BRIDGC",17070204,"Lower John Day",2016-09-13,"Observation",2017-05-20 05:39:46,3,"W",98,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776041BA","Summer","JDI16258.BFB","BRIDGC",17070204,"Lower John Day",2016-09-14,"Recapture",2017-01-24 14:31:00,1,"W",151,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776041BA","Summer","JDI16258.BFB","BRIDGC",17070204,"Lower John Day",2016-09-14,"Observation",2017-04-18 03:22:30,1,"W",151,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.00776041BA","Summer","JDI16258.BFB","BRIDGC",17070204,"Lower John Day",2016-09-14,"Observation",2017-04-27 21:12:29,1,"W",151,FALSE,NA,NA,NA
"SJ2","Upstream SF John Day","3DD.0077604413","Summer","JDI16262.MFB","JSFMC",17070201,"Upper John Day",2016-09-18,"Observation",2017-05-29 22:12:33,1,"W",78,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007760446B","Summer","JDI16259.BGA","BRIDGC",17070204,"Lower John Day",2016-09-15,"Recapture",2017-01-18 10:07:00,1,"W",73,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077604C83","Summer","JDI16188.BFA","BRIDGC",17070204,"Lower John Day",2016-07-06,"Recapture",2016-09-15 10:41:00,1,"W",155,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077604D24","Summer","JDI16188.BFA","BRIDGC",17070204,"Lower John Day",2016-07-06,"Observation",2017-05-04 20:24:49,1,"W",108,FALSE,NA,NA,NA
"BR0","Downstream","3DD.0077604D24","Summer","JDI16188.BFA","BRIDGC",17070204,"Lower John Day",2016-07-06,"Observation",2017-05-10 21:49:03,1,"W",108,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.0077604D24","Summer","JDI16188.BFA","BRIDGC",17070204,"Lower John Day",2016-07-06,"Observation",2017-05-13 21:24:43,1,"W",108,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.0077604DA5","Summer","JDI16257.BFC","BRIDGC",17070204,"Lower John Day",2016-09-13,"Observation",2017-04-28 02:23:54,2,"W",83,FALSE,NA,NA,NA
"BR3","Downstream","3DD.0077604EE6","Summer","JDI16265.BGA","BRIDGC",17070204,"Lower John Day",2016-09-21,"Observation",2017-03-10 16:51:06,2,"W",80,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.0077604EE6","Summer","JDI16265.BGA","BRIDGC",17070204,"Lower John Day",2016-09-21,"Observation",2017-04-28 11:12:44,1,"W",80,FALSE,NA,NA,NA
"BR1","Upstream","3DD.0077604EE6","Summer","JDI16265.BGA","BRIDGC",17070204,"Lower John Day",2016-09-21,"Observation",2017-04-30 06:02:53,1,"W",80,FALSE,NA,NA,NA
"BR0","Downstream","3DD.0077604EEE","Summer","JDI16257.BFA","BRIDGC",17070204,"Lower John Day",2016-09-13,"Observation",2017-05-05 01:20:01,1,"W",81,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.0077604EEE","Summer","JDI16257.BFA","BRIDGC",17070204,"Lower John Day",2016-09-13,"Observation",2017-05-09 10:16:08,3,"W",81,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077605065","Summer","JDI16258.BFB","BRIDGC",17070204,"Lower John Day",2016-09-14,"Recapture",2016-09-15 10:41:00,1,"W",84,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077605065","Summer","JDI16258.BFB","BRIDGC",17070204,"Lower John Day",2016-09-14,"Observation",2017-04-23 01:36:46,1,"W",84,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.0077605A2D","Summer","JDI16180.GFA","GABLEC",17070204,"Lower John Day",2016-06-28,"Recapture",2017-01-28 14:45:00,1,"W",131,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077605A86","Summer","JDI16261.BGA","BRIDGC",17070204,"Lower John Day",2016-09-17,"Observation",2017-05-20 04:48:12,1,"W",75,FALSE,NA,NA,NA
"BR2","Gable Creek","3DD.0077605AB4","Summer","JDI16180.GFA","GABLEC",17070204,"Lower John Day",2016-06-28,"Observation",2016-10-07 10:24:31,1,"W",100,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.0077605B13","Summer","JDI16260.BFA","BRIDGC",17070204,"Lower John Day",2016-09-16,"Observation",2017-02-11 01:02:59,1,"W",NA,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077605B13","Summer","JDI16260.BFA","BRIDGC",17070204,"Lower John Day",2016-09-16,"Observation",2017-05-01 21:22:26,1,"W",NA,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077605DDA","Summer","JDI16258.BFA","BRIDGC",17070204,"Lower John Day",2016-09-14,"Recapture",2016-09-15 14:23:00,1,"W",71,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077605DDA","Summer","JDI16258.BFA","BRIDGC",17070204,"Lower John Day",2016-09-14,"Observation",2017-03-30 11:25:06,1,"W",71,FALSE,NA,NA,NA
"BR0","Downstream","3DD.0077605DDA","Summer","JDI16258.BFA","BRIDGC",17070204,"Lower John Day",2016-09-14,"Observation",2018-04-24 02:59:36,1,"W",71,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.0077605ECB","Summer","JDI16272.GJA","GABLEC",17070204,"Lower John Day",2016-09-28,"Recapture",2016-09-29 11:23:00,1,"W",86,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.0077605FEE","Summer","JDI16180.BGA","BRIDGC",17070204,"Lower John Day",2016-06-28,"Observation",2016-09-29 12:08:44,1,"W",155,FALSE,NA,NA,NA
"JSFMC",NA,"3DD.0077606049","Summer","JDI16262.MFB","JSFMC",17070201,"Upper John Day",2016-09-18,"Recapture",2016-09-19 10:36:00,1,"W",144,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.0077606049","Summer","JDI16262.MFB","JSFMC",17070201,"Upper John Day",2016-09-18,"Observation",2017-04-28 21:28:08,1,"W",144,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.0077606193","Summer","JDI16265.BGA","BRIDGC",17070204,"Lower John Day",2016-09-21,"Observation",2017-05-21 05:28:39,1,"W",70,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077606193","Summer","JDI16265.BGA","BRIDGC",17070204,"Lower John Day",2016-09-21,"Observation",2017-05-22 07:00:53,1,"W",70,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776062E2","Summer","JDI16258.BFB","BRIDGC",17070204,"Lower John Day",2016-09-14,"Recapture",2016-09-15 10:41:00,1,"W",85,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776062E2","Summer","JDI16258.BFB","BRIDGC",17070204,"Lower John Day",2016-09-14,"Observation",2017-03-02 10:29:55,1,"W",85,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.00776062EB","Summer","JDI16180.GFA","GABLEC",17070204,"Lower John Day",2016-06-28,"Recapture",2016-06-29 10:17:00,1,"W",130,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077606791","Summer","JDI16257.BFC","BRIDGC",17070204,"Lower John Day",2016-09-13,"Recapture",2016-09-14 06:45:00,1,"W",80,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776067DE","Summer","JDI16259.BKA","BRIDGC",17070204,"Lower John Day",2016-09-15,"Observation",2017-10-21 21:02:27,1,"W",70,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077606B11","Summer","JDI16180.BGA","BRIDGC",17070204,"Lower John Day",2016-06-28,"Recapture",2016-09-21 08:17:00,1,"W",142,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077606B82","Summer","JDI16260.BFA","BRIDGC",17070204,"Lower John Day",2016-09-16,"Recapture",2017-07-05 06:04:00,1,"W",75,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077606B9A","Summer","JDI16272.BFA","BRIDGC",17070204,"Lower John Day",2016-09-28,"Recapture",2016-09-29 08:27:00,1,"W",81,FALSE,NA,NA,NA
"SJ2","Murderers Creek","3DD.0077606E51","Summer","JDI16262.MJA","JSFMC",17070201,"Upper John Day",2016-09-18,"Observation",2017-05-30 03:33:05,1,"W",75,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.0077606FC3","Summer","JDI16263.MGB","JSFMC",17070201,"Upper John Day",2016-09-19,"Observation",2017-05-17 23:01:25,1,"W",128,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077606FF4","Summer","JDI16258.BFB","BRIDGC",17070204,"Lower John Day",2016-09-14,"Observation",2017-03-06 07:39:21,1,"W",69,FALSE,NA,NA,NA
"JSFMC",NA,"3DD.007760757B","Summer","JDI16262.MFB","JSFMC",17070201,"Upper John Day",2016-09-18,"Recapture",2016-09-19 10:36:00,1,"W",71,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00776075A7","Summer","JDI16265.BGA","BRIDGC",17070204,"Lower John Day",2016-09-21,"Observation",2017-01-20 06:09:44,1,"W",73,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776075A7","Summer","JDI16265.BGA","BRIDGC",17070204,"Lower John Day",2016-09-21,"Recapture",2017-01-29 09:35:00,1,"W",73,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776075A7","Summer","JDI16265.BGA","BRIDGC",17070204,"Lower John Day",2016-09-21,"Observation",2018-01-18 13:34:18,1,"W",73,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077607727","Summer","JDI16260.BFA","BRIDGC",17070204,"Lower John Day",2016-09-16,"Recapture",2017-06-26 05:52:00,1,"W",73,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077607727","Summer","JDI16260.BFA","BRIDGC",17070204,"Lower John Day",2016-09-16,"Observation",2018-04-28 02:37:23,1,"W",73,FALSE,NA,NA,NA
"BR0","Downstream","3DD.0077607727","Summer","JDI16260.BFA","BRIDGC",17070204,"Lower John Day",2016-09-16,"Observation",2018-05-07 00:33:55,1,"W",73,FALSE,NA,NA,NA
"BR3","Downstream","3DD.0077607858","Summer","JDI16264.BFA","BRIDGC",17070204,"Lower John Day",2016-09-20,"Observation",2016-10-15 19:53:43,1,"W",78,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.0077607858","Summer","JDI16264.BFA","BRIDGC",17070204,"Lower John Day",2016-09-20,"Observation",2017-02-23 17:32:14,1,"W",78,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.0077607A7B","Summer","JDI16260.BFA","BRIDGC",17070204,"Lower John Day",2016-09-16,"Observation",2017-04-20 14:10:14,1,"W",163,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077607A7B","Summer","JDI16260.BFA","BRIDGC",17070204,"Lower John Day",2016-09-16,"Observation",2017-04-23 03:11:40,1,"W",163,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.0077607AEE","Summer","JDI16180.GFA","GABLEC",17070204,"Lower John Day",2016-06-28,"Recapture",2016-06-29 10:17:00,1,"W",105,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077607B4F","Summer","JDI16179.BJA","BRIDGC",17070204,"Lower John Day",2016-06-27,"Recapture",2016-09-20 10:06:00,1,"W",147,FALSE,NA,NA,NA
"BR3","Downstream","3DD.0077607B4F","Summer","JDI16179.BJA","BRIDGC",17070204,"Lower John Day",2016-06-27,"Observation",2017-04-20 19:49:05,1,"W",147,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077607B4F","Summer","JDI16179.BJA","BRIDGC",17070204,"Lower John Day",2016-06-27,"Observation",2017-04-25 09:25:55,1,"W",147,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.0077607B4F","Summer","JDI16179.BJA","BRIDGC",17070204,"Lower John Day",2016-06-27,"Observation",2017-05-08 15:22:46,1,"W",147,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.0077607CBF","Summer","JDI16272.GJA","GABLEC",17070204,"Lower John Day",2016-09-28,"Observation",2017-05-20 09:36:22,1,"W",77,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776084CB","Summer","JDI16261.BGA","BRIDGC",17070204,"Lower John Day",2016-09-17,"Observation",2017-04-26 05:03:14,1,"W",149,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776084CB","Summer","JDI16261.BGA","BRIDGC",17070204,"Lower John Day",2016-09-17,"Observation",2017-04-28 20:23:57,1,"W",149,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007760851B","Summer","JDI16260.BFA","BRIDGC",17070204,"Lower John Day",2016-09-16,"Recapture",2016-09-17 06:46:00,1,"W",82,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077608543","Summer","JDI16181.BFA","BRIDGC",17070204,"Lower John Day",2016-06-29,"Recapture",2016-07-07 08:02:00,1,"W",160,FALSE,NA,NA,NA
"SJ1","Downstream","3DD.0077608595","Summer","JDI16263.MGB","JSFMC",17070201,"Upper John Day",2016-09-19,"Observation",2017-03-05 18:42:42,1,"W",114,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.0077608595","Summer","JDI16263.MGB","JSFMC",17070201,"Upper John Day",2016-09-19,"Observation",2017-05-14 21:33:10,1,"W",114,FALSE,NA,NA,NA
"TWX","MATRIX TRAWL [CURRENT]","3DD.0077608595","Summer","JDI16263.MGB","JSFMC",17070201,"Upper John Day",2016-09-19,"Observation",2017-05-17 06:57:41,1,"W",114,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077608744","Summer","JDI16274.BGA","BRIDGC",17070204,"Lower John Day",2016-09-30,"Recapture",2017-09-30 08:26:00,1,"W",72,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077608744","Summer","JDI16274.BGA","BRIDGC",17070204,"Lower John Day",2016-09-30,"Observation",2018-05-04 02:56:24,1,"W",72,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.0077608744","Summer","JDI16274.BGA","BRIDGC",17070204,"Lower John Day",2016-09-30,"Observation",2018-05-19 19:43:38,1,"W",72,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.0077608787","Summer","JDI16272.GJA","GABLEC",17070204,"Lower John Day",2016-09-28,"Observation",2017-10-15 08:01:43,1,"W",80,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.00776087A6","Summer","JDI16273.GGA","GABLEC",17070204,"Lower John Day",2016-09-29,"Observation",2017-04-27 05:28:25,1,"W",83,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077608826","Summer","JDI16272.BFB","BRIDGC",17070204,"Lower John Day",2016-09-28,"Recapture",2016-09-30 07:35:00,1,"W",153,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077608826","Summer","JDI16272.BFB","BRIDGC",17070204,"Lower John Day",2016-09-28,"Observation",2017-03-03 18:03:03,1,"W",153,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.0077608826","Summer","JDI16272.BFB","BRIDGC",17070204,"Lower John Day",2016-09-28,"Observation",2017-04-29 02:50:24,1,"W",153,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776088C5","Summer","JDI16272.GJA","GABLEC",17070204,"Lower John Day",2016-09-28,"Observation",2017-10-15 16:22:51,1,"W",74,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077608A95","Summer","JDI16257.BFA","BRIDGC",17070204,"Lower John Day",2016-09-13,"Recapture",2016-09-15 07:47:00,1,"W",72,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077608AAD","Summer","JDI16188.BFA","BRIDGC",17070204,"Lower John Day",2016-07-06,"Recapture",2016-09-15 10:41:00,1,"W",127,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077608AAD","Summer","JDI16188.BFA","BRIDGC",17070204,"Lower John Day",2016-07-06,"Observation",2017-05-03 00:36:38,1,"W",127,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077608F65","Summer","JDI16272.BFB","BRIDGC",17070204,"Lower John Day",2016-09-28,"Observation",2017-05-22 08:44:23,1,"W",80,FALSE,NA,NA,NA
"BR0","Downstream","3DD.0077608F65","Summer","JDI16272.BFB","BRIDGC",17070204,"Lower John Day",2016-09-28,"Observation",2017-05-23 04:40:36,1,"W",80,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.0077608F65","Summer","JDI16272.BFB","BRIDGC",17070204,"Lower John Day",2016-09-28,"Observation",2017-06-14 09:36:09,1,"W",80,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.0077608F74","Summer","JDI16261.BGA","BRIDGC",17070204,"Lower John Day",2016-09-17,"Observation",2016-09-17 23:48:29,1,"W",147,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776090DC","Summer","JDI16258.BFA","BRIDGC",17070204,"Lower John Day",2016-09-14,"Recapture",2016-09-15 14:23:00,1,"W",71,FALSE,NA,NA,NA
"BR2","Gable Creek","3DD.00776090F0","Summer","JDI16177.BJA","BRIDGC",17070204,"Lower John Day",2016-06-25,"Observation",2016-06-26 07:23:23,1,"W",165,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.00776090F0","Summer","JDI16177.BJA","BRIDGC",17070204,"Lower John Day",2016-06-25,"Recapture",2016-06-29 10:17:00,1,"W",165,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.0077609159","Summer","JDI16180.GFA","GABLEC",17070204,"Lower John Day",2016-06-28,"Recapture",2017-01-19 14:58:00,1,"W",95,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077609159","Summer","JDI16180.GFA","GABLEC",17070204,"Lower John Day",2016-06-28,"Observation",2018-04-09 12:34:02,1,"W",95,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.007760919A","Summer","JDI16180.GFA","GABLEC",17070204,"Lower John Day",2016-06-28,"Recapture",2016-06-29 10:17:00,1,"W",94,FALSE,NA,NA,NA
"JSFMC",NA,"3DD.00776091D8","Summer","JDI16262.MFA","JSFMC",17070201,"Upper John Day",2016-09-18,"Recapture",2016-09-19 07:54:00,1,"W",71,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007760928B","Summer","JDI16179.BGA","BRIDGC",17070204,"Lower John Day",2016-06-27,"Recapture",2016-09-14 15:18:00,1,"W",118,FALSE,NA,NA,NA
"BR1","Downstream","3DD.007760928B","Summer","JDI16179.BGA","BRIDGC",17070204,"Lower John Day",2016-06-27,"Observation",2017-04-30 15:29:38,1,"W",118,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077609342","Summer","JDI16188.BFA","BRIDGC",17070204,"Lower John Day",2016-07-06,"Recapture",2016-07-07 09:00:00,1,"W",124,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077609509","Summer","JDI16261.BGB","BRIDGC",17070204,"Lower John Day",2016-09-17,"Recapture",2017-01-25 11:03:00,1,"W",82,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776096E2","Summer","JDI16258.BFB","BRIDGC",17070204,"Lower John Day",2016-09-14,"Recapture",2017-01-22 09:48:00,1,"W",75,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776096E2","Summer","JDI16258.BFB","BRIDGC",17070204,"Lower John Day",2016-09-14,"Observation",2018-04-07 03:09:01,1,"W",75,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.0077609735","Summer","JDI16026.BFA","BRIDGC",17070204,"Lower John Day",2016-01-26,"Observation",2016-05-07 14:34:16,1,"W",112,FALSE,NA,NA,NA
"BR0","Upstream","3DD.0077609735","Summer","JDI16026.BFA","BRIDGC",17070204,"Lower John Day",2016-01-26,"Observation",2016-05-09 11:47:10,1,"W",112,FALSE,NA,NA,NA
"TWX","MATRIX TRAWL [CURRENT]","3DD.0077609735","Summer","JDI16026.BFA","BRIDGC",17070204,"Lower John Day",2016-01-26,"Observation",2016-05-19 13:56:01,2,"W",112,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.007760992A","Summer","JDI16273.GGA","GABLEC",17070204,"Lower John Day",2016-09-29,"Recapture",2017-07-11 11:43:00,1,"W",74,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007760992A","Summer","JDI16273.GGA","GABLEC",17070204,"Lower John Day",2016-09-29,"Observation",2017-09-29 19:41:52,1,"W",74,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007760992A","Summer","JDI16273.GGA","GABLEC",17070204,"Lower John Day",2016-09-29,"Recapture",2017-09-30 08:26:00,1,"W",74,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077609C82","Summer","JDI16179.BJA","BRIDGC",17070204,"Lower John Day",2016-06-27,"Recapture",2016-06-28 07:30:00,1,"W",158,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077609EFF","Summer","JDI16260.BFA","BRIDGC",17070204,"Lower John Day",2016-09-16,"Recapture",2016-09-17 06:46:00,1,"W",89,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077609EFF","Summer","JDI16260.BFA","BRIDGC",17070204,"Lower John Day",2016-09-16,"Observation",2017-03-02 07:57:17,1,"W",89,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007760A012","Summer","JDI16261.BGA","BRIDGC",17070204,"Lower John Day",2016-09-17,"Observation",2017-04-22 01:03:41,1,"W",144,FALSE,NA,NA,NA
"BR1","Upstream","3DD.007760A012","Summer","JDI16261.BGA","BRIDGC",17070204,"Lower John Day",2016-09-17,"Observation",2017-04-25 20:06:37,1,"W",144,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.007760A089","Summer","JDI16180.GFA","GABLEC",17070204,"Lower John Day",2016-06-28,"Recapture",2016-06-29 10:17:00,1,"W",106,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007760A089","Summer","JDI16180.GFA","GABLEC",17070204,"Lower John Day",2016-06-28,"Observation",2017-04-07 17:36:14,1,"W",106,FALSE,NA,NA,NA
"BR1","Downstream","3DD.007760A089","Summer","JDI16180.GFA","GABLEC",17070204,"Lower John Day",2016-06-28,"Observation",2017-04-11 13:39:50,1,"W",106,FALSE,NA,NA,NA
"BR1","Downstream","3DD.007760A248","Summer","JDI16272.BFB","BRIDGC",17070204,"Lower John Day",2016-09-28,"Observation",2017-04-26 20:08:53,1,"W",155,FALSE,NA,NA,NA
"BR0","Downstream","3DD.007760A248","Summer","JDI16272.BFB","BRIDGC",17070204,"Lower John Day",2016-09-28,"Observation",2017-05-21 06:45:39,1,"W",155,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.007760A248","Summer","JDI16272.BFB","BRIDGC",17070204,"Lower John Day",2016-09-28,"Observation",2017-05-24 20:38:18,1,"W",155,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007760A31C","Summer","JDI16272.GJA","GABLEC",17070204,"Lower John Day",2016-09-28,"Observation",2017-10-15 23:26:37,1,"W",99,FALSE,NA,NA,NA
"BR1","Downstream","3DD.007760A31C","Summer","JDI16272.GJA","GABLEC",17070204,"Lower John Day",2016-09-28,"Observation",2018-04-24 18:26:31,1,"W",99,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007760A377","Summer","JDI16272.GJA","GABLEC",17070204,"Lower John Day",2016-09-28,"Observation",2016-10-06 02:03:16,1,"W",106,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007760A377","Summer","JDI16272.GJA","GABLEC",17070204,"Lower John Day",2016-09-28,"Recapture",2017-01-31 09:09:00,1,"W",106,FALSE,NA,NA,NA
"BR1","Downstream","3DD.007760A377","Summer","JDI16272.GJA","GABLEC",17070204,"Lower John Day",2016-09-28,"Observation",2017-04-25 14:55:07,1,"W",106,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.007760A377","Summer","JDI16272.GJA","GABLEC",17070204,"Lower John Day",2016-09-28,"Observation",2017-05-23 21:27:22,1,"W",106,FALSE,NA,NA,NA
