"obs_site","ant","tag_id","run","filename","rel_site","subbasin","subbasin_name","rel_date","etype","date","count","rtype","length","transported","year","mindate","maxdate"
"BCC","15X15 FULL-FLOW ANTENNA","3DD.007789C707","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2016-05-16 11:03:04,1,"W",178,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.007789C796","Summer","OJD16124.MF1","JDARMF",17070203,"Middle Fork John Day",2016-05-03,"Recapture",2016-05-04 09:34:00,1,"W",188,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.007789CAA7","Summer","OJD16111.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-20,"Observation",2016-05-21 18:24:45,1,"W",186,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.007789CB0D","Summer","OJD16096.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-05,"Observation",2016-05-04 19:52:33,1,"W",163,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.007789D8B1","Summer","OJD16110.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-19,"Observation",2016-04-27 18:59:11,1,"W",184,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.007789D976","Summer","OJD16119.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-28,"Observation",2016-05-24 18:46:06,1,"W",178,FALSE,NA,NA,NA
"SJ1","Downstream","3DD.007789D982","Summer","OJD16125.SF1","JDARSF",17070201,"Upper John Day",2016-05-04,"Observation",2016-05-04 15:26:43,1,"W",162,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.007789DB6D","Summer","OJD16082.MF1","JDARMF",17070203,"Middle Fork John Day",2016-03-22,"Recapture",2016-03-23 09:51:00,1,"W",157,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.007789E235","Summer","OJD-2016-117-MF1.XML","JDARMF",17070203,"Middle Fork John Day",2016-04-26,"Observation",2016-05-08 09:33:16,1,"W",174,FALSE,NA,NA,NA
"SJ1","Downstream","3DD.007789E571","Summer","OJD16124.SF1","JDARSF",17070201,"Upper John Day",2016-05-03,"Observation",2016-05-03 11:40:14,1,"W",185,FALSE,NA,NA,NA
"JDARSF",NA,"3DD.007789E571","Summer","OJD16124.SF1","JDARSF",17070201,"Upper John Day",2016-05-03,"Recapture",2016-05-04 11:13:00,1,"W",185,FALSE,NA,NA,NA
"SJ1","Downstream","3DD.007789E940","Summer","OJD16124.SF1","JDARSF",17070201,"Upper John Day",2016-05-03,"Observation",2016-05-03 15:12:53,1,"W",193,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.007789EE67","Summer","OJD16121.SF1","JDARSF",17070201,"Upper John Day",2016-04-30,"Recovery",2017-09-24 23:00:00,1,"W",183,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.007789EEE4","Summer","OJD16092.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-01,"Observation",2016-05-09 01:22:55,1,"W",166,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.007789EEE4","Summer","OJD16092.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-01,"Observation",2016-05-10 07:32:14,1,"W",166,FALSE,NA,NA,NA
"LMILIS",NA,"3DD.007789EF1E","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Recovery",2016-08-10 23:00:00,1,"W",177,FALSE,NA,NA,NA
"SJ1","Downstream","3DD.007789F12D","Summer","OJD16125.SF1","JDARSF",17070201,"Upper John Day",2016-05-04,"Observation",2016-05-04 20:33:09,1,"W",168,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.007789F12D","Summer","OJD16125.SF1","JDARSF",17070201,"Upper John Day",2016-05-04,"Observation",2016-05-10 21:24:28,1,"W",168,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.007789F81A","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2016-05-08 23:35:13,1,"W",187,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.007789FC70","Summer","OJD16113.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-22,"Observation",2016-05-07 05:26:41,1,"W",186,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.007789FDA5","Summer","OJD16119.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-28,"Observation",2016-05-07 00:06:12,1,"W",195,FALSE,NA,NA,NA
"SJ1","Downstream","3DD.00778A0098","Summer","OJD16125.SF1","JDARSF",17070201,"Upper John Day",2016-05-04,"Observation",2016-05-04 21:05:19,1,"W",167,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.00778A0098","Summer","OJD16125.SF1","JDARSF",17070201,"Upper John Day",2016-05-04,"Recovery",2016-09-19 23:00:00,1,"W",167,FALSE,NA,NA,NA
"B2J","RIVER EXIT","3DD.00778AAA3E","Summer","OJD16113.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-22,"Observation",2016-05-08 20:57:13,2,"W",175,FALSE,NA,NA,NA
"SJ1","Upstream","3DD.00778AAACA","Summer","OJD16125.SF1","JDARSF",17070201,"Upper John Day",2016-05-04,"Observation",2016-05-04 19:02:24,1,"W",167,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778AAADC","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2016-05-12 16:40:31,1,"W",181,FALSE,NA,NA,NA
"BO3","WEIR 59","3DD.00778AAADC","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2018-07-30 09:10:06,1,"W",181,FALSE,NA,NA,NA
"BO4","VERTICAL SLOT DETECTORS","3DD.00778AAADC","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2018-07-30 09:56:12,1,"W",181,FALSE,NA,NA,NA
"TD1","Counting Window","3DD.00778AAADC","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2018-09-06 17:17:38,1,"W",181,FALSE,NA,NA,NA
"JO1","WEIR 181","3DD.00778AAADC","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2018-09-08 07:01:12,1,"W",181,FALSE,NA,NA,NA
"MC1","COUNTING WINDOW","3DD.00778AAADC","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2018-09-11 07:53:27,1,"W",181,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.00778AAAE5","Summer","OJD16119.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-28,"Recapture",2016-04-29 10:54:00,1,"W",168,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778AAAE5","Summer","OJD16119.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-28,"Observation",2016-05-31 16:07:05,1,"W",168,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.00778AAB51","Summer","OJD16138.MF1","JDARMF",17070203,"Middle Fork John Day",2016-05-17,"Recapture",2016-05-18 10:17:00,1,"W",185,FALSE,NA,NA,NA
"TWX","MATRIX TRAWL [CURRENT]","3DD.00778AAB72","Summer","OJD16125.SF1","JDARSF",17070201,"Upper John Day",2016-05-04,"Observation",2016-05-14 11:00:34,1,"W",174,FALSE,NA,NA,NA
"SJ1","Upstream","3DD.00778AAFE8","Summer","OJD16125.SF1","JDARSF",17070201,"Upper John Day",2016-05-04,"Observation",2016-05-05 19:31:21,1,"W",172,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.00778AB014","Summer","OJD16120.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-29,"Recovery",2016-09-19 23:00:00,1,"W",185,FALSE,NA,NA,NA
"B2J","RIVER EXIT","3DD.00778AB1F7","Summer","OJD-2016-117-MF1.XML","JDARMF",17070203,"Middle Fork John Day",2016-04-26,"Observation",2016-05-07 22:24:52,2,"W",182,FALSE,NA,NA,NA
"B2J","RIVER EXIT","3DD.00778AB904","Summer","OJD16098.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-07,"Observation",2016-05-11 18:18:35,2,"W",152,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.00778AB91A","Summer","OJD16138.MF1","JDARMF",17070203,"Middle Fork John Day",2016-05-17,"Observation",2016-05-25 23:46:04,2,"W",187,FALSE,NA,NA,NA
"B2J","RIVER EXIT","3DD.00778AB91A","Summer","OJD16138.MF1","JDARMF",17070203,"Middle Fork John Day",2016-05-17,"Observation",2016-05-28 07:27:43,2,"W",187,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.00778AB91A","Summer","OJD16138.MF1","JDARMF",17070203,"Middle Fork John Day",2016-05-17,"Recovery",2016-09-19 23:00:00,1,"W",187,FALSE,NA,NA,NA
"B2J","RIVER EXIT","3DD.00778ABB00","Summer","OJD16112.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-21,"Observation",2016-05-01 03:42:31,1,"W",165,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.00778ABC4E","Summer","OJD16106.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-15,"Recovery",2016-09-19 23:00:00,1,"W",144,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778AC2FB","Summer","OJD16133.MF1","JDARMF",17070203,"Middle Fork John Day",2016-05-12,"Observation",2016-05-21 11:47:23,1,"W",163,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.00778AC469","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Recovery",2018-09-25 08:00:00,1,"W",165,FALSE,NA,NA,NA
"SJ1","Downstream","3DD.00778AC484","Summer","OJD16125.SF1","JDARSF",17070201,"Upper John Day",2016-05-04,"Observation",2016-05-05 01:53:35,1,"W",190,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.00778AC49B","Summer","OJD16124.MF1","JDARMF",17070203,"Middle Fork John Day",2016-05-03,"Observation",2016-05-22 12:43:48,1,"W",170,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.00778AC882","Summer","OJD16138.MF1","JDARMF",17070203,"Middle Fork John Day",2016-05-17,"Recapture",2016-05-18 10:17:00,1,"W",145,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778AD11B","Summer","OJD16112.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-21,"Observation",2016-05-11 06:47:49,1,"W",164,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.00778AD5CE","Summer","OJD16138.MF1","JDARMF",17070203,"Middle Fork John Day",2016-05-17,"Recapture",2016-05-18 10:17:00,1,"W",178,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.00778AD776","Summer","OJD-2016-117-MF1.XML","JDARMF",17070203,"Middle Fork John Day",2016-04-26,"Recapture",2016-04-27 10:41:00,1,"W",177,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.00778AD906","Summer","OJD16124.MF1","JDARMF",17070203,"Middle Fork John Day",2016-05-03,"Recapture",2016-05-04 09:34:00,1,"W",142,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.00778ADF30","Summer","OJD16133.MF1","JDARMF",17070203,"Middle Fork John Day",2016-05-12,"Recapture",2016-05-13 09:16:00,1,"W",189,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.00778AE3E3","Summer","OJD16110.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-19,"Recapture",2016-04-26 11:39:00,1,"W",193,FALSE,NA,NA,NA
"BO3","WEIR 59","3DD.00778AE3E3","Summer","OJD16110.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-19,"Observation",2018-07-18 10:40:16,1,"W",193,FALSE,NA,NA,NA
"BO4","VERTICAL SLOT DETECTORS","3DD.00778AE3E3","Summer","OJD16110.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-19,"Observation",2018-07-18 11:28:08,1,"W",193,FALSE,NA,NA,NA
"TD1","Counting Window","3DD.00778AE3E3","Summer","OJD16110.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-19,"Observation",2018-07-24 08:34:20,1,"W",193,FALSE,NA,NA,NA
"JO1","WEIR 181","3DD.00778AE3E3","Summer","OJD16110.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-19,"Observation",2018-09-08 17:48:05,1,"W",193,FALSE,NA,NA,NA
"MC2","WEIR 302","3DD.00778AE3E3","Summer","OJD16110.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-19,"Observation",2018-10-03 13:44:40,1,"W",193,FALSE,NA,NA,NA
"SJ1","Downstream","3DD.00778AE3E6","Summer","OJD16125.SF1","JDARSF",17070201,"Upper John Day",2016-05-04,"Observation",2016-05-04 20:30:54,1,"W",164,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.00778AE582","Summer","OJD16125.SF1","JDARSF",17070201,"Upper John Day",2016-05-04,"Observation",2016-05-30 00:05:16,2,"W",147,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.00778AE6FA","Summer","OJD16118.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-27,"Recapture",2016-04-28 10:55:00,1,"W",159,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778AED1D","Summer","OJD16104.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-13,"Observation",2016-05-14 14:42:27,1,"W",158,FALSE,NA,NA,NA
"SJ1","Upstream","3DD.00778AF176","Summer","OJD16125.SF1","JDARSF",17070201,"Upper John Day",2016-05-04,"Observation",2016-05-04 20:32:38,1,"W",184,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.00778AF19A","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2016-05-07 22:51:44,4,"W",180,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778AF19A","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2016-05-09 09:27:56,1,"W",180,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778AF1AC","Summer","OJD16132.MF1","JDARMF",17070203,"Middle Fork John Day",2016-05-11,"Observation",2016-05-26 21:59:17,1,"W",157,FALSE,NA,NA,NA
"SJ1","Downstream","3DD.00778AFA36","Summer","OJD16124.SF1","JDARSF",17070201,"Upper John Day",2016-05-03,"Observation",2016-05-03 14:15:05,1,"W",191,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.00778AFA36","Summer","OJD16124.SF1","JDARSF",17070201,"Upper John Day",2016-05-03,"Observation",2016-05-09 14:13:36,2,"W",191,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778AFA36","Summer","OJD16124.SF1","JDARSF",17070201,"Upper John Day",2016-05-03,"Observation",2016-05-17 08:06:53,1,"W",191,FALSE,NA,NA,NA
"SJ1","Downstream","3DD.00778AFF18","Summer","OJD16124.SF1","JDARSF",17070201,"Upper John Day",2016-05-03,"Observation",2016-05-03 14:43:17,1,"W",190,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.00778AFF32","Summer","OJD16104.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-13,"Recapture",2016-04-14 12:23:00,1,"W",168,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778AFF54","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2016-05-19 20:43:58,1,"W",156,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778AFF6C","Summer","OJD-2016-117-MF1.XML","JDARMF",17070203,"Middle Fork John Day",2016-04-26,"Observation",2016-05-19 18:26:37,1,"W",166,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.00778B0855","Summer","OJD16105.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-14,"Observation",2016-05-09 03:28:46,1,"W",185,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778B0873","Summer","OJD16105.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-14,"Observation",2016-05-21 05:33:41,1,"W",141,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.00778B08A3","Summer","OJD16110.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-19,"Recapture",2016-04-20 11:32:00,1,"W",173,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.00778B0D4B","Summer","OJD16099.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-08,"Observation",2016-04-23 20:02:28,4,"W",159,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.00778B0D6A","Summer","OJD-2016-117-MF1.XML","JDARMF",17070203,"Middle Fork John Day",2016-04-26,"Observation",2016-05-11 02:00:34,1,"W",170,FALSE,NA,NA,NA
"TWX","MATRIX TRAWL [CURRENT]","3DD.00778B0D6A","Summer","OJD-2016-117-MF1.XML","JDARMF",17070203,"Middle Fork John Day",2016-04-26,"Observation",2016-05-14 07:01:27,1,"W",170,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778B109F","Summer","OJD16119.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-28,"Observation",2016-05-08 08:02:47,1,"W",200,FALSE,NA,NA,NA
"BO3","WEIR 59","3DD.00778B109F","Summer","OJD16119.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-28,"Observation",2017-08-20 12:16:02,1,"W",200,FALSE,NA,NA,NA
"BO4","VERTICAL SLOT DETECTORS","3DD.00778B109F","Summer","OJD16119.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-28,"Observation",2017-08-20 12:59:47,1,"W",200,FALSE,NA,NA,NA
"TD1","Counting Window","3DD.00778B109F","Summer","OJD16119.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-28,"Observation",2017-10-05 00:59:29,1,"W",200,FALSE,NA,NA,NA
"JDALD1",NA,"3DD.00778B109F","Summer","OJD16119.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-28,"Passive Recapture",2017-10-06 07:24:42,1,"W",200,FALSE,NA,NA,NA
"MC1","WEIR 279","3DD.00778B109F","Summer","OJD16119.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-28,"Observation",2017-11-15 13:54:24,1,"W",200,FALSE,NA,NA,NA
"MC2","COUNTING WINDOW","3DD.00778B109F","Summer","OJD16119.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-28,"Observation",2017-11-19 17:13:20,1,"W",200,FALSE,NA,NA,NA
"TMF","Adult Fish Ladder","3DD.00778B109F","Summer","OJD16119.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-28,"Observation",2018-01-12 15:50:03,5,"W",200,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778B109F","Summer","OJD16119.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-28,"Observation",2018-04-29 05:20:43,1,"W",200,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.00778B1460","Summer","OJD16110.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-19,"Observation",2016-04-27 04:19:51,1,"W",161,FALSE,NA,NA,NA
"LMILIS",NA,"3DD.00778B1617","Summer","OJD16132.MF1","JDARMF",17070203,"Middle Fork John Day",2016-05-11,"Recovery",2016-08-10 23:00:00,1,"W",152,FALSE,NA,NA,NA
"SJ1","Upstream","3DD.00778B1624","Summer","OJD16124.SF1","JDARSF",17070201,"Upper John Day",2016-05-03,"Observation",2016-05-03 11:19:24,1,"W",196,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778B169D","Summer","OJD16120.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-29,"Observation",2016-05-19 05:14:24,1,"W",183,FALSE,NA,NA,NA
"TWX","MATRIX TRAWL [CURRENT]","3DD.00778B169D","Summer","OJD16120.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-29,"Observation",2016-05-20 19:16:37,1,"W",183,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778B16C3","Summer","OJD16076.MF1","JDARMF",17070203,"Middle Fork John Day",2016-03-16,"Observation",2016-04-22 16:36:14,1,"W",172,FALSE,NA,NA,NA
"SJ1","Upstream","3DD.00778B17EC","Summer","OJD16121.SF1","JDARSF",17070201,"Upper John Day",2016-04-30,"Observation",2016-04-30 19:41:08,1,"W",173,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.00778B1B37","Summer","OJD16138.MF1","JDARMF",17070203,"Middle Fork John Day",2016-05-17,"Recapture",2016-05-18 10:17:00,1,"W",144,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778B2107","Summer","OJD16097.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-06,"Observation",2016-05-14 10:33:56,1,"W",163,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.00778B2387","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2016-05-08 04:39:56,2,"W",173,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778B2387","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2016-05-09 12:44:39,1,"W",173,FALSE,NA,NA,NA
"SJ1","Downstream","3DD.00778B23C8","Summer","OJD16124.SF1","JDARSF",17070201,"Upper John Day",2016-05-03,"Observation",2016-05-03 12:11:15,1,"W",196,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778B2404","Summer","OJD16120.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-29,"Observation",2016-05-08 06:04:53,1,"W",183,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.00778B2416","Summer","OJD-2016-117-MF1.XML","JDARMF",17070203,"Middle Fork John Day",2016-04-26,"Observation",2016-05-09 00:07:30,1,"W",169,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778B27F2","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2016-05-10 19:42:46,1,"W",165,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.00778B27F2","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Recovery",2016-10-21 11:00:00,1,"W",165,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778B2D42","Summer","OJD16119.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-28,"Observation",2016-05-13 04:51:01,1,"W",195,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.00778B2FC3","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Recovery",2016-09-19 23:00:00,1,"W",150,FALSE,NA,NA,NA
"SJ1","Upstream","3DD.00778B304F","Summer","OJD16121.SF1","JDARSF",17070201,"Upper John Day",2016-04-30,"Observation",2016-04-30 19:55:46,1,"W",152,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.00778B3054","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2016-05-07 23:41:46,4,"W",181,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.00778B3054","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Recovery",2016-09-19 23:00:00,1,"W",181,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778B305A","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Observation",2016-05-21 09:51:26,1,"W",152,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.00778B305A","Summer","OJD16120.SF1","JDARSF",17070201,"Upper John Day",2016-04-29,"Recovery",2016-09-19 23:00:00,1,"W",152,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.00778B3374","Summer","OJD16124.MF1","JDARMF",17070203,"Middle Fork John Day",2016-05-03,"Recapture",2016-05-04 09:34:00,1,"W",150,FALSE,NA,NA,NA
"SJ1","Downstream","3DD.00778B3391","Summer","OJD16124.SF1","JDARSF",17070201,"Upper John Day",2016-05-03,"Observation",2016-05-03 23:51:30,1,"W",140,FALSE,NA,NA,NA
"SJ1","Upstream","3DD.00778B3CB0","Summer","OJD16124.SF1","JDARSF",17070201,"Upper John Day",2016-05-03,"Observation",2016-05-03 11:22:32,1,"W",160,FALSE,NA,NA,NA
"TWX","MATRIX TRAWL [CURRENT]","3DD.00778B3CB0","Summer","OJD16124.SF1","JDARSF",17070201,"Upper John Day",2016-05-03,"Observation",2016-05-22 13:32:10,1,"W",160,FALSE,NA,NA,NA
"SJ1","Downstream","3DD.00778B3D0A","Summer","OJD16124.SF1","JDARSF",17070201,"Upper John Day",2016-05-03,"Observation",2016-05-03 18:19:05,1,"W",183,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778B3D16","Summer","OJD16119.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-28,"Observation",2016-05-26 16:04:18,1,"W",178,FALSE,NA,NA,NA
"SJ1","Downstream","3DD.00778B42F1","Summer","OJD16125.SF1","JDARSF",17070201,"Upper John Day",2016-05-04,"Observation",2016-05-04 23:31:02,1,"W",196,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778B42F1","Summer","OJD16125.SF1","JDARSF",17070201,"Upper John Day",2016-05-04,"Observation",2016-05-16 09:01:20,1,"W",196,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.00778B432E","Summer","OJD16106.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-15,"Recovery",2018-09-27 08:00:00,1,"W",156,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.00778B4996","Summer","OJD16098.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-07,"Observation",2016-04-19 22:13:50,4,"W",217,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00778B4B5E","Summer","OJD16113.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-22,"Observation",2016-05-19 07:00:30,1,"W",147,FALSE,NA,NA,NA
"BO3","WEIR 58","3DD.00778B4B5E","Summer","OJD16113.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-22,"Observation",2017-08-06 09:17:48,1,"W",147,FALSE,NA,NA,NA
"BO4","VERTICAL SLOT DETECTORS","3DD.00778B4B5E","Summer","OJD16113.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-22,"Observation",2017-08-06 09:59:36,1,"W",147,FALSE,NA,NA,NA
"TD1","Counting Window","3DD.00778B4B5E","Summer","OJD16113.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-22,"Observation",2017-10-19 08:44:42,1,"W",147,FALSE,NA,NA,NA
"JDALD2",NA,"3DD.00778B4B5E","Summer","OJD16113.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-22,"Passive Recapture",2017-10-20 11:23:08,1,"W",147,FALSE,NA,NA,NA
"MC1","COUNTING WINDOW","3DD.00778B4B5E","Summer","OJD16113.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-22,"Observation",2017-10-23 14:19:06,1,"W",147,FALSE,NA,NA,NA
"JD1","Downstream Array","3DD.00778B4B5E","Summer","OJD16113.MF1","JDARMF",17070203,"Middle Fork John Day",2016-04-22,"Observation",2018-01-31 05:42:50,1,"W",147,FALSE,NA,NA,NA
