"obs_site","ant","tag_id","run","rtype_name","filename","rel_site","rel_rkm","subbasin","subbasin_name","rel_date","etype","date","length","count","transported","year","mindate","maxdate"
"LYFE",NA,"3DD.007742C59D","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742C5A1","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742C5B6","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742C5B6","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-07 08:00:36,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.007742C5B6","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-10 11:31:31,NA,1,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.007742C5B6","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-15 16:36:37,NA,2,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.007742C5B6","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-17 07:57:02,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742C60A","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742C615","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742C615","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-09 06:10:59,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742C616","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742C61D","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742C622","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742C628","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742C6B9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.007742C6B9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-04-27 17:10:10,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742C6E0","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742C6E0","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-09 03:42:01,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.007742C6E0","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-13 15:43:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742C6E5","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742C6E5","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-17 14:36:44,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742C8C9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742C8C9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-27 04:40:18,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742C8F9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","UPSTREAM ARRAY","3DD.007742C8F9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-05 16:59:24,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.007742C8F9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-09 17:38:26,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CA8A","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CA9F","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CABF","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CB4E","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CB4E","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-08 15:03:35,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CB51","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CB63","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CBC1","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CBCE","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CBCE","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-09 08:17:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CBE5","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CBE9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CBE9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-14 12:32:02,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.007742CBE9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-20 06:38:53,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CC3A","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CC3A","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-04-20 04:18:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CC42","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CC44","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CC4F","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CC59","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","Upstream Array","3DD.007742CC59","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-11 15:14:32,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CC65","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CC65","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-13 06:36:02,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CC68","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CC68","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-14 06:03:54,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.007742CC68","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-17 08:35:45,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CC6B","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CC73","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CC73","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-09 07:04:27,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.007742CC73","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-13 15:40:41,NA,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.007742CC73","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-22 14:43:10,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CC75","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CC75","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-04-19 03:51:57,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CC87","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CC87","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-10 13:00:19,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.007742CC87","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-14 16:05:02,NA,1,FALSE,NA,NA,NA
"MCJ","RIVER EXIT","3DD.007742CC87","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-17 00:53:34,NA,2,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CC89","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CC8B","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CC99","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CC99","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-04-17 22:31:10,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CCB6","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CCB6","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-04-17 03:09:26,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CCB9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CCBA","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CCBA","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-11 18:03:36,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.007742CCBA","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-15 07:11:22,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CCD9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CCE4","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CCE5","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CCE6","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CCEB","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CCEE","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","Upstream Array","3DD.007742CCEE","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-04-22 03:46:44,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CCEF","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CCF1","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CD14","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CD52","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CD56","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CD5B","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CD5B","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-14 11:55:18,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CD5D","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CD5F","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CD64","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CD7B","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CD7B","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-15 01:58:25,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CD80","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CD83","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CD97","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDAB","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDAE","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.007742CDAE","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-04-26 09:59:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDB1","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CDB1","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-04-23 03:49:50,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.007742CDB1","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-04-26 09:11:47,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDB5","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDB7","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDB8","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDB9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDBA","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDBC","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDC9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","UPSTREAM ARRAY","3DD.007742CDC9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-02 11:50:50,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.007742CDC9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-05 18:58:26,NA,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.007742CDC9","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-13 09:43:25,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDCF","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDD4","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CDD4","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-03 13:23:42,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.007742CDD4","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-07 15:39:22,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDEA","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDEB","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","UPSTREAM ARRAY","3DD.007742CDEB","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-04-29 01:28:04,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.007742CDEB","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-05 17:06:20,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDF1","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDF8","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3DD.007742CDF8","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Observation",2015-05-23 08:43:32,NA,1,FALSE,NA,NA,NA
"LYFE",NA,"3DD.007742CDFD","Summer","Hatchery Reared","JDB15062.END","TOUCHR","509.035.085",17070102,"Walla Walla",2015-04-15,"Mark",2015-03-03 07:00:00,NA,1,FALSE,NA,NA,NA
