"obs_site","ant","tag_id","run","filename","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","dtime","species"
"LMJ","FULL FLOW BYPASS","3D9.1C2D3A529B","Summer","MPP10144.RLC","RLCTRP","Upper Salmon",2010-05-24,"Observation",2010-06-04 20:53:10,"W",114,FALSE,0.00125,"sockeye"
"LMJ","ADULT FISH RETURN","3D9.1C2D3A529B","Summer","MPP10144.RLC","RLCTRP","Upper Salmon",2010-05-24,"Observation",2010-06-04 20:54:58,"W",114,FALSE,7.97112268518519,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3A529B","Summer","MPP10144.RLC","RLCTRP","Upper Salmon",2010-05-24,"Observation",2010-06-12 20:13:27,"W",114,FALSE,4.62962962962963e-05,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3A529B","Summer","MPP10144.RLC","RLCTRP","Upper Salmon",2010-05-24,"Observation",2010-06-12 20:13:31,"W",114,FALSE,-5.24594907407407,"sockeye"
"MCJ","SBYC A-RACEWAY RIVER GATE","3D9.1C2D3A52BF","Summer","MPP10143.RLC","RLCTRP","Upper Salmon",2010-05-23,"Observation",2010-06-07 14:31:08,"W",115,FALSE,0.000289351851851852,"sockeye"
"MCJ","RIVER-2 EXIT","3D9.1C2D3A52BF","Summer","MPP10143.RLC","RLCTRP","Upper Salmon",2010-05-23,"Observation",2010-06-07 14:31:33,"W",115,FALSE,-1.59079861111111,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3A53C3","Summer","MPP10146.RLC","RLCTRP","Upper Salmon",2010-05-26,"Observation",2010-06-06 00:25:27,"W",107,FALSE,1.15740740740741e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3A53C3","Summer","MPP10146.RLC","RLCTRP","Upper Salmon",2010-05-26,"Observation",2010-06-06 00:25:28,"W",107,FALSE,-1.16767361111111,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D3A540B","Summer","MPP10143.RLC","RLCTRP","Upper Salmon",2010-05-23,"Observation",2010-06-04 21:19:30,"W",100,FALSE,2.31481481481481e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3A540B","Summer","MPP10143.RLC","RLCTRP","Upper Salmon",2010-05-23,"Observation",2010-06-04 21:19:32,"W",100,FALSE,3.73462962962963,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3A540B","Summer","MPP10143.RLC","RLCTRP","Upper Salmon",2010-05-23,"Observation",2010-06-08 14:57:30,"W",100,FALSE,3.47222222222222e-05,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3A540B","Summer","MPP10143.RLC","RLCTRP","Upper Salmon",2010-05-23,"Observation",2010-06-08 14:57:33,"W",100,FALSE,-14.7754050925926,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D3A540C","Summer","MPP10132.RLC","RLCTRP","Upper Salmon",2010-05-12,"Observation",2010-05-24 20:44:01,"W",89,FALSE,3.47222222222222e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3A540C","Summer","MPP10132.RLC","RLCTRP","Upper Salmon",2010-05-12,"Observation",2010-05-24 20:44:04,"W",89,FALSE,9.13033564814815,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D3A540C","Summer","MPP10132.RLC","RLCTRP","Upper Salmon",2010-05-12,"Observation",2010-06-02 23:53:01,"W",89,FALSE,1.15740740740741e-05,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D3A540C","Summer","MPP10132.RLC","RLCTRP","Upper Salmon",2010-05-12,"Observation",2010-06-02 23:53:02,"W",89,FALSE,6.91878472222222,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D3A544C","Summer","MPP10152.RLC","RLCTRP","Upper Salmon",2010-06-01,"Observation",2010-06-09 22:00:37,"H",119,FALSE,3.47222222222222e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3A544C","Summer","MPP10152.RLC","RLCTRP","Upper Salmon",2010-06-01,"Observation",2010-06-09 22:00:40,"H",119,FALSE,1.15659722222222,"sockeye"
"LMJ","B-DIVERSION","3D9.1C2D3A544C","Summer","MPP10152.RLC","RLCTRP","Upper Salmon",2010-06-01,"Observation",2010-06-11 01:49:21,"H",119,FALSE,0.000219907407407407,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1C2D3A544C","Summer","MPP10152.RLC","RLCTRP","Upper Salmon",2010-06-01,"Observation",2010-06-11 01:49:40,"H",119,FALSE,-7.02457175925926,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D3A5457","Summer","MPP10133.RLC","RLCTRP","Upper Salmon",2010-05-13,"Observation",2010-06-04 01:22:18,"W",95,FALSE,2.31481481481481e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3A5457","Summer","MPP10133.RLC","RLCTRP","Upper Salmon",2010-05-13,"Observation",2010-06-04 01:22:20,"W",95,FALSE,8.25452546296296,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3A5457","Summer","MPP10133.RLC","RLCTRP","Upper Salmon",2010-05-13,"Observation",2010-06-12 07:28:51,"W",95,FALSE,2.31481481481481e-05,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3A5457","Summer","MPP10133.RLC","RLCTRP","Upper Salmon",2010-05-13,"Observation",2010-06-12 07:28:53,"W",95,FALSE,-23.2589814814815,"sockeye"
"LMJ","A-DIVERSION","3D9.1C2D3A5476","Summer","MPP10117.RLC","RLCTRP","Upper Salmon",2010-04-27,"Observation",2010-05-20 01:17:06,"W",96,FALSE,0.00451388888888889,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1C2D3A5476","Summer","MPP10117.RLC","RLCTRP","Upper Salmon",2010-04-27,"Observation",2010-05-20 01:23:36,"W",96,FALSE,4.43079861111111,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D3A5476","Summer","MPP10117.RLC","RLCTRP","Upper Salmon",2010-04-27,"Observation",2010-05-24 11:58:18,"W",96,FALSE,1.15740740740741e-05,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D3A5476","Summer","MPP10117.RLC","RLCTRP","Upper Salmon",2010-04-27,"Observation",2010-05-24 11:58:19,"W",96,FALSE,-8.12383101851852,"sockeye"
"RLCTRP",NA,"3D9.1C2D3A5580","Summer","MPP10135.RLC","RLCTRP","Upper Salmon",2010-05-15,"Recapture",2010-05-16 09:00:00,"H",106,FALSE,13.5012615740741,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D3A5580","Summer","MPP10135.RLC","RLCTRP","Upper Salmon",2010-05-15,"Observation",2010-05-29 21:02:48,"H",106,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D3A5580","Summer","MPP10135.RLC","RLCTRP","Upper Salmon",2010-05-15,"Observation",2010-05-29 21:02:50,"H",106,FALSE,2.59247685185185,"sockeye"
"GOJ","FULL FLOW BYPASS","3D9.1C2D3A5580","Summer","MPP10135.RLC","RLCTRP","Upper Salmon",2010-05-15,"Observation",2010-06-01 11:16:07,"H",106,FALSE,0.601215277777778,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D3A5580","Summer","MPP10135.RLC","RLCTRP","Upper Salmon",2010-05-15,"Observation",2010-06-02 01:42:03,"H",106,FALSE,2.31481481481481e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3A5580","Summer","MPP10135.RLC","RLCTRP","Upper Salmon",2010-05-15,"Observation",2010-06-02 01:42:05,"H",106,FALSE,0.244386574074074,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1C2D3A5584","Summer","MPP10135.RLC","RLCTRP","Upper Salmon",2010-05-15,"Observation",2010-06-02 07:34:04,"H",105,FALSE,3.47222222222222e-05,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1C2D3A5584","Summer","MPP10135.RLC","RLCTRP","Upper Salmon",2010-05-15,"Observation",2010-06-02 07:34:07,"H",105,FALSE,-32.8598032407407,"sockeye"
"RLCTRP",NA,"3D9.1C2D3A558B","Summer","MPP10119.RLC","RLCTRP","Upper Salmon",2010-04-29,"Recapture",2010-04-30 10:56:00,"W",101,FALSE,21.9783564814815,"sockeye"
"GRJ","ADULT FISH RETURN","3D9.1C2D3A558B","Summer","MPP10119.RLC","RLCTRP","Upper Salmon",2010-04-29,"Observation",2010-05-22 10:24:50,"W",101,FALSE,18.7135185185185,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D3A55C8","Summer","MPP10153.RLC","RLCTRP","Upper Salmon",2010-06-02,"Observation",2010-06-10 03:32:46,"H",109,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D3A55C8","Summer","MPP10153.RLC","RLCTRP","Upper Salmon",2010-06-02,"Observation",2010-06-10 03:32:48,"H",109,FALSE,-4.15965277777778,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D3A55E4","Summer","MPP10136.RLC","RLCTRP","Upper Salmon",2010-05-16,"Observation",2010-06-05 23:44:09,"W",124,FALSE,1.15740740740741e-05,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D3A55E4","Summer","MPP10136.RLC","RLCTRP","Upper Salmon",2010-05-16,"Observation",2010-06-05 23:44:10,"W",124,FALSE,-0.995150462962963,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3A5614","Summer","MPP10136.RLC","RLCTRP","Upper Salmon",2010-05-16,"Observation",2010-06-04 23:51:15,"H",103,FALSE,3.47222222222222e-05,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3A5614","Summer","MPP10136.RLC","RLCTRP","Upper Salmon",2010-05-16,"Observation",2010-06-04 23:51:18,"H",103,FALSE,-7.0359375,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D3A5632","Summer","MPP10138.RLC","RLCTRP","Upper Salmon",2010-05-18,"Observation",2010-05-28 22:59:44,"H",109,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D3A5632","Summer","MPP10138.RLC","RLCTRP","Upper Salmon",2010-05-18,"Observation",2010-05-28 22:59:46,"H",109,FALSE,5.90210648148148,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1C2D3A5632","Summer","MPP10138.RLC","RLCTRP","Upper Salmon",2010-05-18,"Observation",2010-06-03 20:38:53,"H",109,FALSE,3.47222222222222e-05,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1C2D3A5632","Summer","MPP10138.RLC","RLCTRP","Upper Salmon",2010-05-18,"Observation",2010-06-03 20:38:56,"H",109,FALSE,1.15974537037037,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3A5632","Summer","MPP10138.RLC","RLCTRP","Upper Salmon",2010-05-18,"Observation",2010-06-05 00:29:04,"H",109,FALSE,3.47222222222222e-05,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3A5632","Summer","MPP10138.RLC","RLCTRP","Upper Salmon",2010-05-18,"Observation",2010-06-05 00:29:07,"H",109,FALSE,-6.12961805555556,"sockeye"
"GRJ","ADULT FISH RETURN","3D9.1C2D3A563E","Summer","MPP10135.RLC","RLCTRP","Upper Salmon",2010-05-15,"Observation",2010-05-29 21:22:28,"W",94,FALSE,1.15740740740741e-05,"sockeye"
"GRJ","ADULT FISH RETURN","3D9.1C2D3A563E","Summer","MPP10135.RLC","RLCTRP","Upper Salmon",2010-05-15,"Observation",2010-05-29 21:22:29,"W",94,FALSE,-5.38505787037037,"sockeye"
"RLCTRP",NA,"3D9.1C2D3A5750","Summer","MPP10143.RLC","RLCTRP","Upper Salmon",2010-05-23,"Recapture",2010-05-24 12:08:00,"W",113,FALSE,11.1490625,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D3A5750","Summer","MPP10143.RLC","RLCTRP","Upper Salmon",2010-05-23,"Observation",2010-06-04 19:55:53,"W",113,FALSE,1.15740740740741e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D3A5750","Summer","MPP10143.RLC","RLCTRP","Upper Salmon",2010-05-23,"Observation",2010-06-04 19:55:54,"W",113,FALSE,3.96783564814815,"sockeye"
"LMJ","FULL FLOW BYPASS","3D9.1C2D3A5750","Summer","MPP10143.RLC","RLCTRP","Upper Salmon",2010-05-23,"Observation",2010-06-08 19:09:42,"W",113,FALSE,0.0855787037037037,"sockeye"
"LMJ","ADULT FISH RETURN","3D9.1C2D3A5750","Summer","MPP10143.RLC","RLCTRP","Upper Salmon",2010-05-23,"Observation",2010-06-08 21:12:56,"W",113,FALSE,-15.9658101851852,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D3AFBC9","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-23 22:02:26,"H",148,FALSE,1.15740740740741e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D3AFBC9","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-23 22:02:27,"H",148,FALSE,10.7171180555556,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D3AFBC9","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-03 15:15:06,"H",148,FALSE,-5.71813657407407,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D3AFBDA","Summer","MPP10081.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-28 22:00:59,"H",122,FALSE,-5.34037037037037,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3AFBFF","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-23 13:50:57,"H",155,FALSE,4.62962962962963e-05,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3AFBFF","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-23 13:51:01,"H",155,FALSE,1.94644675925926,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D3AFC16","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 12:33:54,"H",132,FALSE,1.15740740740741e-05,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D3AFC16","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 12:33:55,"H",132,FALSE,5.5044212962963,"sockeye"
"LMJ","A-DIVERSION","3D9.1C2D3AFC3A","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-31 00:44:07,"H",99,FALSE,0.19900462962963,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1C2D3AFC3A","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-31 05:30:41,"H",99,FALSE,-3.25159722222222,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3AFCCF","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-28 01:26:20,"H",106,FALSE,1.15740740740741e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3AFCCF","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-28 01:26:21,"H",106,FALSE,-2.29493055555556,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3AFD59","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 19:00:10,"H",105,FALSE,1.15740740740741e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3AFD59","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 19:00:11,"H",105,FALSE,5.87918981481481,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3AFD59","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-31 16:06:18,"H",105,FALSE,3.47222222222222e-05,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3AFD59","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-31 16:06:21,"H",105,FALSE,3.69393518518519,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D3AFD59","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-04 08:45:37,"H",105,FALSE,1.05356481481481,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D3AFD7C","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-05 10:23:20,"H",103,FALSE,1.15740740740741e-05,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D3AFD7C","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-05 10:23:21,"H",103,FALSE,-13.9659027777778,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D3AFD7D","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 11:12:37,"H",109,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D3AFD7D","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 11:12:39,"H",109,FALSE,-3.5571875,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D3AFD91","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-18 22:22:09,"H",141,FALSE,1.15740740740741e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D3AFD91","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-18 22:22:10,"H",141,FALSE,1.16378472222222,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D3AFDA6","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-20 02:27:34,"H",198,FALSE,2.31481481481481e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3AFDA6","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-20 02:27:36,"H",198,FALSE,3.40994212962963,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3AFDA6","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-23 12:18:01,"H",198,FALSE,4.62962962962963e-05,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3AFDA6","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-23 12:18:05,"H",198,FALSE,6.80565972222222,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D3AFE7B","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-30 07:38:14,"H",127,FALSE,1.15740740740741e-05,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D3AFE7B","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-30 07:38:15,"H",127,FALSE,-5.33077546296296,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D3AFE8D","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 09:46:34,"H",96,FALSE,3.47222222222222e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3AFE8D","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 09:46:37,"H",96,FALSE,9.00351851851852,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D3AFEA6","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-03 10:01:55,"H",90,FALSE,1.15740740740741e-05,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D3AFEA6","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-03 10:01:56,"H",90,FALSE,-1.43517361111111,"sockeye"
"TWX","MATRIX TRAWL [CURRENT]","3D9.1C2D3AFEBB","Summer","MPP10081.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-01 23:35:18,"H",101,FALSE,6.94444444444444e-05,"sockeye"
"TWX","MATRIX TRAWL [CURRENT]","3D9.1C2D3AFEBB","Summer","MPP10081.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-01 23:35:24,"H",101,FALSE,155.517083333333,"sockeye"
"ESANIS",NA,"3D9.1C2D3AFEBB","Summer","MPP10081.S6A","RLCTRP","Upper Salmon",2010-05-04,"Recovery",2010-11-04 12:00:00,"H",101,FALSE,2172.95833333333,"sockeye"
"ESANIS",NA,"3D9.1C2D3AFEBB","Summer","MPP10081.S6A","RLCTRP","Upper Salmon",2010-05-04,"Recovery",2016-10-16 11:00:00,"H",101,FALSE,-2332.56520833333,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D3AFFB8","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-29 00:47:19,"H",93,FALSE,3.47222222222222e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3AFFB8","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-29 00:47:22,"H",93,FALSE,159.467106481481,"sockeye"
"ESANIS",NA,"3D9.1C2D3AFFB8","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Recovery",2010-11-04 12:00:00,"H",93,FALSE,-163.734351851852,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D3AFFE8","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-24 18:22:32,"H",115,FALSE,0.151076388888889,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3AFFFB","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-24 23:16:59,"H",98,FALSE,1.15740740740741e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3AFFFB","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-24 23:17:00,"H",98,FALSE,3.46060185185185,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D3B0003","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-28 13:42:41,"H",104,FALSE,2.31481481481481e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3B0003","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-28 13:42:43,"H",104,FALSE,4.1684375,"sockeye"
"MCJ","RIVER-2 EXIT","3D9.1C2D3B0003","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-06-01 17:46:40,"H",104,FALSE,1.15740740740741e-05,"sockeye"
"MCJ","RIVER-2 EXIT","3D9.1C2D3B0003","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-06-01 17:46:41,"H",104,FALSE,-8.84652777777778,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D3B00BC","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-23 21:41:16,"H",110,FALSE,2.31481481481481e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3B00BC","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-23 21:41:18,"H",110,FALSE,-1.95055555555556,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D3B00C2","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-21 22:52:47,"H",110,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D3B00C2","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-21 22:52:49,"H",110,FALSE,0.159166666666667,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D3B00D8","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 02:42:17,"H",96,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D3B00D8","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 02:42:19,"H",96,FALSE,3.7969212962963,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D3B0167","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 21:51:19,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D3B0167","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 21:51:20,"H",NA,FALSE,1.60803240740741,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D3B0167","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-27 12:26:54,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D3B0167","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-27 12:26:55,"H",NA,FALSE,-6.68798611111111,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D3B01D8","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-20 20:09:13,"H",102,FALSE,2.31481481481481e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D3B01D8","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-20 20:09:15,"H",102,FALSE,4.83400462962963,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3B01D8","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 16:10:19,"H",102,FALSE,3.47222222222222e-05,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D3B01D8","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 16:10:22,"H",102,FALSE,-2.74296296296296,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D3B01DF","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 22:20:44,"H",136,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D3B01DF","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 22:20:46,"H",136,FALSE,13.5678009259259,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D3B01F7","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-05 12:06:20,"H",81,FALSE,1.15740740740741e-05,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D3B01F7","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-05 12:06:21,"H",81,FALSE,-14.4693171296296,"sockeye"
