"obs_site","ant","tag_id","run","filename","rel_site","subbasin","subbasin_name","rel_date","etype","date","count","rtype","length","transported","year","mindate","maxdate"
"CAMP2C",NA,"3D9.239F882955","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-15 10:35:00",1,"W",61,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3D9.239F8829A1","Summer","OJD14141.MF1","JDARMF",17070203,"Middle Fork John Day","2014-05-21","Observation","2014-05-28 22:02:53",3,"W",176,FALSE,NA,NA,NA
"GRBLDC",NA,"3D9.239F882A61","Summer","OJD14294.LCA","GRBLDC",17070203,"Middle Fork John Day","2014-10-21","Recapture","2014-10-22 09:45:00",1,"W",68,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F882B26","Summer","OJD14273.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-30","Recapture","2015-10-26 11:15:00",1,"W",67,FALSE,NA,NA,NA
"GRBLDC",NA,"3D9.239F882B78","Summer","OJD14293.LCA","GRBLDC",17070203,"Middle Fork John Day","2014-10-20","Recapture","2014-10-22 09:45:00",1,"W",62,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F882BCB","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-14 10:16:00",1,"W",67,FALSE,NA,NA,NA
"GRBLDC",NA,"3D9.239F882BCC","Summer","OJD14182.LCA","GRBLDC",17070203,"Middle Fork John Day","2014-07-01","Recapture","2014-07-03 09:01:00",1,"W",65,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88422A","Summer","OJD14287.GCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-14","Recapture","2014-10-15 15:08:00",1,"W",60,FALSE,NA,NA,NA
"MJ1","Downstream Array","3D9.239F88422A","Summer","OJD14287.GCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-14","Observation","2015-05-22 00:08:11",1,"W",60,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F884383","Summer","OJD14287.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-14","Recapture","2014-10-15 10:35:00",1,"W",67,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F8843F8","Summer","OJD14287.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-14","Recapture","2014-10-15 10:35:00",1,"W",62,FALSE,NA,NA,NA
"GRBLDC",NA,"3D9.239F884438","Summer","OJD14293.LCA","GRBLDC",17070203,"Middle Fork John Day","2014-10-20","Recapture","2014-10-22 09:45:00",1,"W",62,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F8845CB","Summer","OJD14287.GCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-14","Recapture","2015-10-28 14:16:00",1,"W",64,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88492F","Summer","OJD14287.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-14","Recapture","2014-10-15 10:35:00",1,"W",67,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F884A3A","Summer","OJD14168.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-06-17","Recapture","2014-06-18 07:22:00",1,"W",68,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3D9.239F884B8B","Summer","OJD14142.MF1","JDARMF",17070203,"Middle Fork John Day","2014-05-22","Observation","2014-05-26 23:11:03",3,"W",172,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F8857C7","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-14 10:16:00",1,"W",61,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3D9.239F885913","Summer","OJD14142.MF1","JDARMF",17070203,"Middle Fork John Day","2014-05-22","Observation","2014-05-28 13:13:37",2,"W",190,FALSE,NA,NA,NA
"BO2","WEIR 52","3D9.239F885913","Summer","OJD14142.MF1","JDARMF",17070203,"Middle Fork John Day","2014-05-22","Observation","2016-07-15 11:31:10",1,"W",190,FALSE,NA,NA,NA
"BO4","VERTICAL SLOT DETECTORS","3D9.239F885913","Summer","OJD14142.MF1","JDARMF",17070203,"Middle Fork John Day","2014-05-22","Observation","2016-07-15 16:20:37",1,"W",190,FALSE,NA,NA,NA
"TD1","Counting Window","3D9.239F885913","Summer","OJD14142.MF1","JDARMF",17070203,"Middle Fork John Day","2014-05-22","Observation","2016-07-18 08:59:53",1,"W",190,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F885941","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-15 10:35:00",1,"W",68,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F885BAF","Summer","OJD14167.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-06-16","Recapture","2014-10-07 11:31:00",1,"W",69,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F885DDA","Summer","OJD14287.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-14","Recapture","2014-10-15 10:35:00",1,"W",60,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F885E1D","Summer","OJD14279.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-06","Recapture","2014-10-07 11:31:00",1,"W",61,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F885F79","Summer","OJD14279.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-06","Recapture","2015-10-06 14:40:00",1,"W",63,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F885FCA","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-14 10:16:00",1,"W",64,FALSE,NA,NA,NA
"GRBLDC",NA,"3D9.239F886098","Summer","OJD14293.LCA","GRBLDC",17070203,"Middle Fork John Day","2014-10-20","Recapture","2014-10-22 09:45:00",1,"W",61,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88614B","Summer","OJD14288.GCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-15","Recapture","2015-10-26 15:07:00",1,"W",62,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88627F","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-14 10:16:00",1,"W",66,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3D9.239F8862CE","Summer","OJD14143.MF1","JDARMF",17070203,"Middle Fork John Day","2014-05-23","Observation","2014-05-27 13:55:55",1,"W",158,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88635E","Summer","OJD14274.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-10-01","Recapture","2015-06-16 09:17:00",1,"W",65,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F8863D5","Summer","OJD14280.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-07","Recapture","2014-10-08 09:39:00",1,"W",66,FALSE,NA,NA,NA
"GRBLDC",NA,"3D9.239F88648D","Summer","OJD14293.LCA","GRBLDC",17070203,"Middle Fork John Day","2014-10-20","Recapture","2014-10-21 10:36:00",1,"W",64,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F886633","Summer","OJD14279.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-06","Recapture","2014-10-07 11:31:00",1,"W",63,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88665A","Summer","OJD14273.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-30","Recapture","2014-10-01 10:00:00",1,"W",62,FALSE,NA,NA,NA
"GRBLDC",NA,"3D9.239F886699","Summer","OJD14294.NCA","GRBLDC",17070203,"Middle Fork John Day","2014-10-21","Recapture","2014-10-22 13:23:00",1,"W",66,FALSE,NA,NA,NA
"GRBLDC",NA,"3D9.239F886754","Summer","OJD14184.LCA","GRBLDC",17070203,"Middle Fork John Day","2014-07-03","Recapture","2014-10-20 11:16:00",1,"W",68,FALSE,NA,NA,NA
"LMILIS",NA,"3D9.239F8869AC","Summer","OJD14143.MF1","JDARMF",17070203,"Middle Fork John Day","2014-05-23","Recovery","2014-08-22 00:00:00",1,"W",179,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F8869C1","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2015-10-26 11:15:00",1,"W",63,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F8869E4","Summer","OJD14280.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-07","Recapture","2014-10-08 09:39:00",1,"W",67,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3D9.239F8869F2","Summer","OJD14281.TCA","COYO2C",17070203,"Middle Fork John Day","2014-10-08","Observation","2016-04-28 00:13:49",2,"W",62,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F886A41","Summer","OJD14287.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-14","Recapture","2014-10-15 10:35:00",1,"W",61,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F886A6B","Summer","OJD14168.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-06-17","Recapture","2014-10-07 11:31:00",1,"W",69,FALSE,NA,NA,NA
"MJ1","Upstream Array","3D9.239F886AE9","Summer","OJD14141.MF1","JDARMF",17070203,"Middle Fork John Day","2014-05-21","Observation","2014-05-22 05:43:51",1,"W",185,FALSE,NA,NA,NA
"GRBLDC",NA,"3D9.239F886BAC","Summer","OJD14184.NCA","GRBLDC",17070203,"Middle Fork John Day","2014-07-03","Recapture","2014-10-20 11:16:00",1,"W",67,FALSE,NA,NA,NA
"JDARMF",NA,"3D9.239F886BDA","Summer","OJD14142.MF1","JDARMF",17070203,"Middle Fork John Day","2014-05-22","Recapture","2014-05-23 09:49:00",1,"W",174,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88A641","Summer","OJD14274.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-10-01","Recapture","2015-10-28 10:39:00",1,"W",63,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88A946","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-15 10:35:00",1,"W",64,FALSE,NA,NA,NA
"MJ1","Upstream Array","3D9.239F88A9CE","Summer","OJD14280.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-07","Observation","2015-06-26 10:12:04",1,"W",62,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88ACF5","Summer","OJD14279.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-06","Recapture","2014-10-08 09:39:00",1,"W",63,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88AE5D","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",62,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B168","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-14 10:16:00",1,"W",63,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B1AA","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-14 10:16:00",1,"W",61,FALSE,NA,NA,NA
"MJ1","Upstream Array","3D9.239F88B1DE","Summer","OJD14280.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-07","Observation","2015-06-30 15:14:50",1,"W",61,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B239","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-14 10:16:00",1,"W",66,FALSE,NA,NA,NA
"VNGRC",NA,"3D9.239F88B276","Summer","OJD14275.UCA","VNGRC",17070203,"Middle Fork John Day","2014-10-02","Recovery","2015-08-18 01:00:00",1,"W",62,FALSE,NA,NA,NA
"GRBLDC",NA,"3D9.239F88B288","Summer","OJD14182.LCA","GRBLDC",17070203,"Middle Fork John Day","2014-07-01","Recapture","2014-07-03 09:01:00",1,"W",68,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B29F","Summer","OJD14287.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-14","Recapture","2014-10-15 10:35:00",1,"W",65,FALSE,NA,NA,NA
"MJ1","Upstream Array","3D9.239F88B29F","Summer","OJD14287.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-14","Observation","2015-06-27 11:21:18",1,"W",65,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B2A6","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recovery","2015-07-21 11:00:00",1,"W",61,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B374","Summer","OJD14279.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-06","Recapture","2015-10-06 14:40:00",1,"W",68,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B3CC","Summer","OJD14279.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-06","Recapture","2014-10-07 11:31:00",1,"W",62,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B3D5","Summer","OJD14286.GCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-14 13:34:00",1,"W",63,FALSE,NA,NA,NA
"MJ1","Upstream Array","3D9.239F88B45F","Summer","OJD14281.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-08","Observation","2015-04-13 20:28:25",1,"W",64,FALSE,NA,NA,NA
"MJ1","Upstream Array","3D9.239F88B4B0","Summer","OJD14273.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-30","Observation","2015-07-02 15:37:50",1,"W",62,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B4DA","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-14 10:16:00",1,"W",65,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B4E4","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-15 10:35:00",1,"W",67,FALSE,NA,NA,NA
"MJ1","Upstream Array","3D9.239F88B4E4","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Observation","2015-07-02 12:59:27",1,"W",67,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B58B","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2015-09-30 08:39:00",1,"W",68,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B5CA","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-15 10:35:00",1,"W",63,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B5EF","Summer","OJD14176.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-06-25","Recapture","2014-09-29 11:01:00",1,"W",68,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B649","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-14 10:16:00",1,"W",61,FALSE,NA,NA,NA
"MJ1","Upstream Array","3D9.239F88B69E","Summer","OJD14287.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-14","Observation","2015-05-28 16:45:17",1,"W",67,FALSE,NA,NA,NA
"MJ1","Upstream Array","3D9.239F88B6F8","Summer","OJD14286.GCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Observation","2015-05-26 00:09:06",1,"W",60,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B71B","Summer","OJD14286.GCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-14 13:34:00",1,"W",61,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B80F","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-09-30 10:19:00",1,"W",63,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B857","Summer","OJD14286.DCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-13","Recapture","2014-10-15 10:35:00",1,"W",69,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B8CC","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",69,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88B981","Summer","OJD14280.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-07","Recapture","2014-10-08 09:39:00",1,"W",62,FALSE,NA,NA,NA
"GRBLDC",NA,"3D9.239F88BA61","Summer","OJD14293.LCA","GRBLDC",17070203,"Middle Fork John Day","2014-10-20","Recapture","2014-10-21 10:36:00",1,"W",61,FALSE,NA,NA,NA
"MJ1","Upstream Array","3D9.239F88BA9C","Summer","OJD14279.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-06","Observation","2015-03-24 00:38:34",1,"W",62,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88BAB3","Summer","OJD14279.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-06","Recapture","2014-10-07 11:31:00",1,"W",63,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88BBCE","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-09-30 10:19:00",1,"W",63,FALSE,NA,NA,NA
"CAMP2C",NA,"3D9.239F88CE93","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",61,FALSE,NA,NA,NA
"JDARMF",NA,"3D9.239F88E35D","Summer","OJD14141.MF1","JDARMF",17070203,"Middle Fork John Day","2014-05-21","Recapture","2014-05-23 09:49:00",1,"W",170,FALSE,NA,NA,NA
"MJ1","Downstream Array","3DD.003BC4A200","Summer","OJD14275.8CA","JDARMF",17070203,"Middle Fork John Day","2014-10-02","Observation","2015-02-06 19:28:18",1,"W",79,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A201","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",96,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A202","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-09-30 10:19:00",1,"W",66,FALSE,NA,NA,NA
"MJ1","Downstream Array","3DD.003BC4A204","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Observation","2016-02-24 03:13:23",1,"W",94,FALSE,NA,NA,NA
"MJ1","Downstream Array","3DD.003BC4A209","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Observation","2014-12-24 09:58:28",1,"W",83,FALSE,NA,NA,NA
"MJ1","Upstream Array","3DD.003BC4A20C","Summer","OJD14273.2CA","JDARMF",17070203,"Middle Fork John Day","2014-09-30","Observation","2015-04-23 04:12:57",1,"W",111,FALSE,NA,NA,NA
"VNGRC",NA,"3DD.003BC4A20D","Summer","OJD14275.UCA","VNGRC",17070203,"Middle Fork John Day","2014-10-02","Recapture","2015-07-10 07:24:00",1,"W",63,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A20E","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",95,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A210","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-09-30 10:19:00",1,"W",95,FALSE,NA,NA,NA
"MJ1","Downstream Array","3DD.003BC4A210","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Observation","2014-11-27 06:31:30",1,"W",95,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A213","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",101,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A216","Summer","OJD14273.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-30","Recapture","2014-10-01 10:00:00",1,"W",92,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A219","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-09-30 10:19:00",1,"W",94,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A21B","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",139,FALSE,NA,NA,NA
"MJ1","Downstream Array","3DD.003BC4A21B","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Observation","2015-05-09 01:57:40",1,"W",139,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A21D","Summer","OJD14279.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-06","Recapture","2014-10-07 11:31:00",1,"W",154,FALSE,NA,NA,NA
"MJ1","Downstream Array","3DD.003BC4A21D","Summer","OJD14279.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-06","Observation","2015-04-18 00:52:58",1,"W",154,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A21F","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",93,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A221","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",152,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A227","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",109,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A229","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-09-30 10:19:00",1,"W",94,FALSE,NA,NA,NA
"MJ1","Downstream Array","3DD.003BC4A22B","Summer","OJD14273.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-30","Observation","2015-04-29 03:59:40",1,"W",149,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A22D","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-09-30 10:19:00",1,"W",79,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A231","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",111,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A232","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",93,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A233","Summer","OJD14274.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-10-01","Recapture","2015-10-27 10:31:00",1,"W",61,FALSE,NA,NA,NA
"MJ1","Upstream Array","3DD.003BC4A233","Summer","OJD14274.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-10-01","Observation","2016-10-18 18:54:35",1,"W",61,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A234","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",146,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A237","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",78,FALSE,NA,NA,NA
"LMILIS",NA,"3DD.003BC4A239","Summer","OJD14273.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-30","Recovery","2015-08-11 00:00:00",1,"W",137,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A23D","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",128,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A23E","Summer","OJD14274.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-10-01","Recapture","2015-10-28 10:39:00",1,"W",99,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A23F","Summer","OJD14279.BCA","CAMP2C",17070203,"Middle Fork John Day","2014-10-06","Recapture","2015-06-24 07:46:00",1,"W",84,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A240","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",90,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A244","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",112,FALSE,NA,NA,NA
"JDARMF",NA,"3DD.003BC4A244","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2015-04-24 12:50:00",1,"W",112,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A246","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-09-30 10:19:00",1,"W",82,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A24A","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",86,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A24D","Summer","OJD14273.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-30","Recapture","2014-10-01 10:00:00",1,"W",85,FALSE,NA,NA,NA
"MJ1","Downstream Array","3DD.003BC4A24D","Summer","OJD14273.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-30","Observation","2015-05-06 13:56:59",1,"W",85,FALSE,NA,NA,NA
"MJ1","Downstream Array","3DD.003BC4A24E","Summer","OJD14274.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-10-01","Observation","2014-11-27 22:18:22",1,"W",120,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A25B","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",173,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A25D","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-10-01 10:00:00",1,"W",121,FALSE,NA,NA,NA
"CAMP2C",NA,"3DD.003BC4A25F","Summer","OJD14272.ACA","CAMP2C",17070203,"Middle Fork John Day","2014-09-29","Recapture","2014-09-30 10:19:00",1,"W",109,FALSE,NA,NA,NA
"VNGRC",NA,"3DD.003BC4A261","Summer","OJD14275.UCA","VNGRC",17070203,"Middle Fork John Day","2014-10-02","Recovery","2015-08-18 01:00:00",1,"W",62,FALSE,NA,NA,NA
"VNGRC",NA,"3DD.003BC4A263","Summer","OJD14275.UCA","VNGRC",17070203,"Middle Fork John Day","2014-10-02","Passive Recapture","2016-03-22 20:32:00",1,"W",75,FALSE,NA,NA,NA
