"obs_site","tag_id","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"BCC","3D9.1C2D6AD2CC","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 12:51:24","H",147,FALSE,"sockeye"
"LMJ","3D9.1C2D6AD2DB","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-03 20:41:40","H",102,FALSE,"sockeye"
"LMJ","3D9.1C2D6AD2DB","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-03 20:52:20","H",102,FALSE,"sockeye"
"LMJ","3D9.1C2D6AD2DF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 03:31:50","H",105,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD2DF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 23:06:50","H",105,FALSE,"sockeye"
"LMJ","3D9.1C2D6AD2DF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 01:48:27","H",105,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD2DF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 23:06:49","H",105,FALSE,"sockeye"
"MCJ","3D9.1C2D6AD36A","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 09:47:40","H",104,FALSE,"sockeye"
"MCJ","3D9.1C2D6AD36A","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 09:47:42","H",104,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD36A","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 13:35:48","H",104,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD36A","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 13:35:51","H",104,FALSE,"sockeye"
"GRJ","3D9.1C2D6AD3B8","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 23:15:38","H",110,TRUE,"sockeye"
"GRJ","3D9.1C2D6AD3B8","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 23:15:24","H",110,TRUE,"sockeye"
"GOJ","3D9.1C2D6AD3C9","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 03:45:17","H",106,FALSE,"sockeye"
"JDJ","3D9.1C2D6AD3C9","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-29 21:08:54","H",106,FALSE,"sockeye"
"JDJ","3D9.1C2D6AD3C9","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-29 21:08:55","H",106,FALSE,"sockeye"
"GRJ","3D9.1C2D6AD3C9","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 02:42:51","H",106,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD3C9","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 03:45:15","H",106,FALSE,"sockeye"
"GRJ","3D9.1C2D6AD3C9","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 02:42:53","H",106,FALSE,"sockeye"
"GRJ","3D9.1C2D6AD3FB","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 00:54:55","H",122,FALSE,"sockeye"
"GRJ","3D9.1C2D6AD3FB","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 00:54:54","H",122,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD42C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 21:23:20","H",111,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD42C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 21:23:23","H",111,TRUE,"sockeye"
"GOJ","3D9.1C2D6AD42F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 22:27:34","H",122,TRUE,"sockeye"
"GOJ","3D9.1C2D6AD42F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 22:27:35","H",122,TRUE,"sockeye"
"ICHFFB","3D9.1C2D6AD44B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 20:53:02","H",146,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6AD44B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 20:52:59","H",146,FALSE,"sockeye"
"BCC","3D9.1C2D6AD44B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-25 10:21:10","H",146,FALSE,"sockeye"
"LMJ","3D9.1C2D6AD460","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 20:41:16","H",84,TRUE,"sockeye"
"LMJ","3D9.1C2D6AD460","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 20:41:15","H",84,TRUE,"sockeye"
"LMJ","3D9.1C2D6AD55C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 11:17:18","H",103,TRUE,"sockeye"
"LMJ","3D9.1C2D6AD55C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 11:17:19","H",103,TRUE,"sockeye"
"ICHFFB","3D9.1C2D6AD568","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-26 15:32:29","H",155,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6AD568","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-26 15:32:32","H",155,FALSE,"sockeye"
"LMJ","3D9.1C2D6AD578","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-11 21:37:01","H",104,FALSE,"sockeye"
"LMJ","3D9.1C2D6AD578","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-11 21:37:24","H",104,TRUE,"sockeye"
"LMJ","3D9.1C2D6AD59E","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 21:39:40","H",92,FALSE,"sockeye"
"LMJ","3D9.1C2D6AD59E","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 21:40:00","H",92,TRUE,"sockeye"
"BCC","3D9.1C2D6AD5E4","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 05:03:18","H",153,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD61F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 00:40:39","H",142,TRUE,"sockeye"
"GOJ","3D9.1C2D6AD61F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 00:40:36","H",142,FALSE,"sockeye"
"MCJ","3D9.1C2D6AD63E","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-25 16:59:06","H",104,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD63E","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 22:02:22","H",104,FALSE,"sockeye"
"MCJ","3D9.1C2D6AD63E","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-25 16:59:02","H",104,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD63E","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 22:02:24","H",104,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD67D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 23:44:47","H",105,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6AD67D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 04:02:53","H",105,FALSE,"sockeye"
"LMJ","3D9.1C2D6AD67D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-26 09:47:50","H",105,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6AD67D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 04:02:55","H",105,FALSE,"sockeye"
"MCJ","3D9.1C2D6AD67D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-31 05:53:57","H",105,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD67D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 23:44:49","H",105,FALSE,"sockeye"
"LMJ","3D9.1C2D6AD67D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-26 10:41:04","H",105,FALSE,"sockeye"
"MCJ","3D9.1C2D6AD67D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-31 05:53:58","H",105,FALSE,"sockeye"
"TD1","3D9.1C2D6AD782","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-06-25 17:59:43","H",142,FALSE,"sockeye"
"BO1","3D9.1C2D6AD782","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-06-23 17:31:37","H",142,FALSE,"sockeye"
"TD1","3D9.1C2D6AD782","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-06-25 17:59:47","H",142,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD782","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 00:08:15","H",142,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD782","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 00:08:19","H",142,TRUE,"sockeye"
"BO1","3D9.1C2D6AD782","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-06-23 17:20:07","H",142,FALSE,"sockeye"
"GRJ","3D9.1C2D6AD78C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-05 20:58:10","H",108,TRUE,"sockeye"
"GRJ","3D9.1C2D6AD78C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-05 20:58:15","H",108,TRUE,"sockeye"
"BCC","3D9.1C2D6AD7BA","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 16:55:36","H",142,FALSE,"sockeye"
"GRJ","3D9.1C2D6AD849","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 06:52:12","H",96,TRUE,"sockeye"
"GRJ","3D9.1C2D6AD849","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 06:52:13","H",96,TRUE,"sockeye"
"LMJ","3D9.1C2D6AD8BA","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 20:28:41","H",84,TRUE,"sockeye"
"LMJ","3D9.1C2D6AD8BA","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 20:28:42","H",84,TRUE,"sockeye"
"LMJ","3D9.1C2D6AD8ED","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-10 21:09:27","H",85,FALSE,"sockeye"
"LMJ","3D9.1C2D6AD8ED","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-10 21:09:48","H",85,TRUE,"sockeye"
"LMJ","3D9.1C2D6AD960","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 04:30:10","H",112,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6AD960","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 20:52:45","H",112,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6AD960","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 20:52:48","H",112,FALSE,"sockeye"
"LMJ","3D9.1C2D6AD960","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 20:50:43","H",112,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6AD99B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 20:24:29","H",155,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6AD99B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 20:24:26","H",155,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD9F5","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 23:28:00","H",111,FALSE,"sockeye"
"LMJ","3D9.1C2D6AD9F5","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 22:48:44","H",111,FALSE,"sockeye"
"LMJ","3D9.1C2D6AD9F5","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 22:48:28","H",111,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD9F5","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 23:28:03","H",111,FALSE,"sockeye"
"GOJ","3D9.1C2D6AD9F9","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-04 22:12:16","H",78,TRUE,"sockeye"
"GOJ","3D9.1C2D6AD9F9","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-04 22:12:17","H",78,TRUE,"sockeye"
"GOJ","3D9.1C2D6ADA09","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-03 03:18:21","H",86,TRUE,"sockeye"
"GOJ","3D9.1C2D6ADA09","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-03 03:18:18","H",86,FALSE,"sockeye"
"GRJ","3D9.1C2D6ADA0B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 20:54:27","H",142,TRUE,"sockeye"
"GRJ","3D9.1C2D6ADA0B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 20:54:26","H",142,TRUE,"sockeye"
"GOJ","3D9.1C2D6ADA2C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 04:56:19","H",106,FALSE,"sockeye"
"GOJ","3D9.1C2D6ADA2C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 04:56:17","H",106,FALSE,"sockeye"
"LMJ","3D9.1C2D6ADABF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 12:04:41","H",152,TRUE,"sockeye"
"LMJ","3D9.1C2D6ADABF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 23:03:16","H",152,FALSE,"sockeye"
"GOJ","3D9.1C2D6ADB27","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 06:38:50","H",108,TRUE,"sockeye"
"GOJ","3D9.1C2D6ADB27","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 06:38:49","H",108,TRUE,"sockeye"
"LMJ","3D9.1C2D6ADB32","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-04 21:10:55","H",84,FALSE,"sockeye"
"GOJ","3D9.1C2D6ADB32","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-03 02:17:53","H",84,FALSE,"sockeye"
"LMJ","3D9.1C2D6ADB32","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-05 09:23:45","H",84,FALSE,"sockeye"
"LMJ","3D9.1C2D6ADB32","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-05 09:23:44","H",84,FALSE,"sockeye"
"GOJ","3D9.1C2D6ADB32","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-03 02:17:50","H",84,FALSE,"sockeye"
"LMJ","3D9.1C2D6ADB43","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 22:31:48","H",157,TRUE,"sockeye"
"LMJ","3D9.1C2D6ADB43","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 22:31:49","H",157,TRUE,"sockeye"
"MCJ","3D9.1C2D6ADB6C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 00:02:54","H",114,FALSE,"sockeye"
"MCJ","3D9.1C2D6ADB6C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 00:02:57","H",114,FALSE,"sockeye"
"GRJ","3D9.1C2D6ADBA2","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-29 21:06:27","H",95,TRUE,"sockeye"
"GRJ","3D9.1C2D6ADBA2","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-29 21:06:45","H",95,TRUE,"sockeye"
"GRJ","3D9.1C2D6ADC20","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 22:59:24","H",100,TRUE,"sockeye"
"GRJ","3D9.1C2D6ADC20","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 22:59:25","H",100,TRUE,"sockeye"
"GRJ","3D9.1C2D6ADCFC","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 13:09:41","H",102,TRUE,"sockeye"
"ESANIS","3D9.1C2D6ADCFC","Summer","RLCTRP","Upper Salmon","2012-05-10","Recovery","2012-11-07 12:00:00","H",102,FALSE,"sockeye"
"GRJ","3D9.1C2D6ADCFC","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 13:09:42","H",102,TRUE,"sockeye"
"GRJ","3D9.1C2D6ADD10","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 21:46:17","H",105,TRUE,"sockeye"
"GRJ","3D9.1C2D6ADD10","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 21:46:02","H",105,TRUE,"sockeye"
"MCJ","3D9.1C2D6ADD32","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-25 14:43:18","H",105,FALSE,"sockeye"
"MCJ","3D9.1C2D6ADD32","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-25 14:43:21","H",105,FALSE,"sockeye"
"TWX","3D9.1C2D6ADD32","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-31 22:59:43","H",105,FALSE,"sockeye"
"TWX","3D9.1C2D6ADD32","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-31 22:56:58","H",105,FALSE,"sockeye"
"JDJ","3D9.1C2D6ADD51","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-26 21:35:19","H",100,FALSE,"sockeye"
"GOJ","3D9.1C2D6ADD51","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 04:15:53","H",100,FALSE,"sockeye"
"GOJ","3D9.1C2D6ADD51","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 04:15:52","H",100,FALSE,"sockeye"
"JDJ","3D9.1C2D6ADD51","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-26 21:35:20","H",100,FALSE,"sockeye"
"GRJ","3D9.1C2D6ADD94","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 22:46:28","H",98,TRUE,"sockeye"
"GRJ","3D9.1C2D6ADD94","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 22:46:29","H",98,TRUE,"sockeye"
"GRJ","3D9.1C2D6ADD9A","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 21:47:42","H",92,TRUE,"sockeye"
"GRJ","3D9.1C2D6ADD9A","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 21:47:43","H",92,TRUE,"sockeye"
"GOJ","3D9.1C2D6ADE2D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 21:04:08","H",102,TRUE,"sockeye"
"GOJ","3D9.1C2D6ADE2D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 21:04:09","H",102,TRUE,"sockeye"
"GRJ","3D9.1C2D6ADE90","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 13:38:57","H",110,TRUE,"sockeye"
"GRJ","3D9.1C2D6ADE90","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 13:39:13","H",110,TRUE,"sockeye"
"GRJ","3D9.1C2D6ADF16","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-30 16:57:58","H",87,FALSE,"sockeye"
"GOJ","3D9.1C2D6AE3B7","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 08:35:49","H",99,TRUE,"sockeye"
"GOJ","3D9.1C2D6AE3B7","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 08:35:48","H",99,TRUE,"sockeye"
"GOJ","3D9.1C2D6AE3C8","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 21:11:32","H",104,FALSE,"sockeye"
"LMJ","3D9.1C2D6AE3C8","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 12:46:37","H",104,TRUE,"sockeye"
"GOJ","3D9.1C2D6AE3C8","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 21:11:29","H",104,FALSE,"sockeye"
"LMJ","3D9.1C2D6AE3C8","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 21:43:21","H",104,FALSE,"sockeye"
"GRJ","3D9.1C2D6AE3D8","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 12:34:08","H",90,TRUE,"sockeye"
"GRJ","3D9.1C2D6AE3D8","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 12:34:09","H",90,TRUE,"sockeye"
"GOJ","3D9.1C2D6AE3EE","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 23:00:01","H",86,TRUE,"sockeye"
"GOJ","3D9.1C2D6AE3EE","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 22:59:58","H",86,FALSE,"sockeye"
"MCJ","3D9.1C2D6AE404","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 06:33:29","H",94,FALSE,"sockeye"
"MCJ","3D9.1C2D6AE404","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 06:33:30","H",94,FALSE,"sockeye"
"LMJ","3D9.1C2D6AE417","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 21:07:36","H",93,FALSE,"sockeye"
"LMJ","3D9.1C2D6AE417","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 21:07:56","H",93,TRUE,"sockeye"
"ICHFFB","3D9.1C2D6AE47D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 10:19:01","H",106,FALSE,"sockeye"
"GRJ","3D9.1C2D6AE47D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 20:58:25","H",106,FALSE,"sockeye"
"GRJ","3D9.1C2D6AE47D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 20:58:23","H",106,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6AE47D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 10:19:03","H",106,FALSE,"sockeye"
"GRJ","3D9.1C2D6AE4AA","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 22:26:34","H",110,TRUE,"sockeye"
"GRJ","3D9.1C2D6AE4AA","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 22:26:35","H",110,TRUE,"sockeye"
"GOJ","3D9.1C2D6AE4E0","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 20:01:44","H",98,TRUE,"sockeye"
"GOJ","3D9.1C2D6AE4E0","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 20:01:41","H",98,FALSE,"sockeye"
"GRJ","3D9.1C2D6AE4E8","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 02:45:48","H",126,TRUE,"sockeye"
"GRJ","3D9.1C2D6AE4E8","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 02:45:49","H",126,TRUE,"sockeye"
"LMJ","3D9.1C2D6AE4FA","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 01:45:56","H",109,TRUE,"sockeye"
"LMJ","3D9.1C2D6AE4FA","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 01:45:55","H",109,TRUE,"sockeye"
"ICHFFB","3D9.1C2D6AE516","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 21:26:32","H",113,FALSE,"sockeye"
"GOJ","3D9.1C2D6AE516","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 21:09:15","H",113,FALSE,"sockeye"
"BCC","3D9.1C2D6AE516","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 14:12:23","H",113,FALSE,"sockeye"
"GOJ","3D9.1C2D6AE516","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 21:09:12","H",113,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6AE516","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 21:26:29","H",113,FALSE,"sockeye"
"JDJ","3D9.1C2D6AE531","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 21:58:08","H",87,FALSE,"sockeye"
"LMJ","3D9.1C2D6AE531","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 20:59:04","H",87,FALSE,"sockeye"
"JDJ","3D9.1C2D6AE531","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 21:58:09","H",87,FALSE,"sockeye"
"LMJ","3D9.1C2D6AE531","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 20:44:40","H",87,FALSE,"sockeye"
"GOJ","3D9.1C2D6AE559","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 22:07:58","H",94,FALSE,"sockeye"
"GOJ","3D9.1C2D6AE559","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 22:08:01","H",94,TRUE,"sockeye"
"ICHFFB","3D9.1C2D6AE55C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 08:12:37","H",85,FALSE,"sockeye"
"LMJ","3D9.1C2D6AE55C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 07:36:24","H",85,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6AE55C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 08:12:39","H",85,FALSE,"sockeye"
"LMJ","3D9.1C2D6AE55C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 08:06:24","H",85,FALSE,"sockeye"
"GOJ","3D9.1C2D6AE55C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 03:29:43","H",85,FALSE,"sockeye"
"GOJ","3D9.1C2D6AE55C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 03:29:44","H",85,FALSE,"sockeye"
"GRJ","3D9.1C2D6AE5BE","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 23:33:10","H",98,TRUE,"sockeye"
"GRJ","3D9.1C2D6AE5BE","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 23:33:09","H",98,TRUE,"sockeye"
"GRJ","3D9.1C2D6AE5CE","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 07:25:51","H",116,TRUE,"sockeye"
"GRJ","3D9.1C2D6AE5CE","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 07:25:32","H",116,TRUE,"sockeye"
"GRJ","3D9.1C2D6AE60F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 20:20:10","H",NA,TRUE,"sockeye"
"GRJ","3D9.1C2D6AE60F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 20:20:09","H",NA,TRUE,"sockeye"
"GOJ","3D9.1C2D6AE629","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 23:35:36","H",92,TRUE,"sockeye"
