"obs_site","tag_id","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"GRJ","3D9.1C2D12EAB0","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2009-05-20 21:16:55","H",92,TRUE,"sockeye"
"BO1","3D9.1C2D12EAB0","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-08 13:23:58","H",92,FALSE,"sockeye"
"BO1","3D9.1C2D12EAB0","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-08 13:30:28","H",92,FALSE,"sockeye"
"MCJ","3D9.1C2D130A80","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2009-05-24 12:49:40","H",114,FALSE,"sockeye"
"MCJ","3D9.1C2D130A80","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2009-05-24 12:49:41","H",114,FALSE,"sockeye"
"BO4","3D9.1C2D130A80","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-11 16:19:30","H",114,FALSE,"sockeye"
"BO4","3D9.1C2D130A80","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-11 16:19:31","H",114,FALSE,"sockeye"
"GRJ","3D9.1C2D144824","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2009-05-17 21:54:05","H",100,TRUE,"sockeye"
"GRJ","3D9.1C2D144824","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2009-05-17 21:54:18","H",100,TRUE,"sockeye"
"BO1","3D9.1C2D144824","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-06-27 11:08:47","H",100,FALSE,"sockeye"
"BO1","3D9.1C2D144824","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-06-27 11:10:34","H",100,FALSE,"sockeye"
"MC2","3D9.1C2D144824","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-03 11:33:02","H",100,FALSE,"sockeye"
"MC2","3D9.1C2D144824","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-03 11:33:06","H",100,FALSE,"sockeye"
"ICH","3D9.1C2D144824","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-05 09:34:55","H",100,FALSE,"sockeye"
"ICH","3D9.1C2D144824","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-05 09:34:56","H",100,FALSE,"sockeye"
"GRA","3D9.1C2D144824","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-10 08:31:05","H",100,FALSE,"sockeye"
"GRA","3D9.1C2D144824","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-10 08:32:13","H",100,FALSE,"sockeye"
"STL","3D9.1C2D144824","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-08-11 20:29:52","H",100,FALSE,"sockeye"
"STL","3D9.1C2D144824","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-08-12 00:32:36","H",100,FALSE,"sockeye"
"SAWT","3D9.1C2D144824","Summer","SAWTRP","Upper Salmon","2009-05-07","Recapture","2012-09-20 09:14:00","H",100,FALSE,"sockeye"
"GRJ","3D9.1C2D2138E7","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2009-05-15 22:29:02","H",110,TRUE,"sockeye"
"GRJ","3D9.1C2D2138E7","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2009-05-15 22:29:03","H",110,TRUE,"sockeye"
"BO4","3D9.1C2D2138E7","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-09 08:45:03","H",110,FALSE,"sockeye"
"BO4","3D9.1C2D2138E7","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-09 08:45:04","H",110,FALSE,"sockeye"
"MC1","3D9.1C2D2138E7","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-25 17:28:42","H",110,FALSE,"sockeye"
"MC1","3D9.1C2D2138E7","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-25 17:28:43","H",110,FALSE,"sockeye"
"ICH","3D9.1C2D2138E7","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-28 09:51:19","H",110,FALSE,"sockeye"
"ICH","3D9.1C2D2138E7","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-07-28 09:51:20","H",110,FALSE,"sockeye"
"GRA","3D9.1C2D2138E7","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-08-07 10:57:19","H",110,FALSE,"sockeye"
"GRA","3D9.1C2D2138E7","Summer","SAWTRP","Upper Salmon","2009-05-07","Observation","2012-08-07 10:59:00","H",110,FALSE,"sockeye"
"BO4","3D9.1C2D38B57C","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-11 12:26:26","H",148,FALSE,"sockeye"
"BO4","3D9.1C2D38B57C","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-11 12:33:05","H",148,FALSE,"sockeye"
"MCJ","3D9.1C2D38D21D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-24 15:47:14","H",158,FALSE,"sockeye"
"MCJ","3D9.1C2D38D21D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-24 15:47:15","H",158,FALSE,"sockeye"
"JDJ","3D9.1C2D38D21D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-27 18:21:38","H",158,FALSE,"sockeye"
"JDJ","3D9.1C2D38D21D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-27 18:21:41","H",158,FALSE,"sockeye"
"BO3","3D9.1C2D38D21D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-24 12:36:53","H",158,FALSE,"sockeye"
"BO3","3D9.1C2D38D21D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-24 12:36:54","H",158,FALSE,"sockeye"
"BO4","3D9.1C2D38D21D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-24 14:12:19","H",158,FALSE,"sockeye"
"BO4","3D9.1C2D38D21D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-24 14:12:20","H",158,FALSE,"sockeye"
"ICH","3D9.1C2D38D21D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-02 19:25:19","H",158,FALSE,"sockeye"
"ICH","3D9.1C2D38D21D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-02 19:25:20","H",158,FALSE,"sockeye"
"GRA","3D9.1C2D38D21D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-07 10:17:30","H",158,FALSE,"sockeye"
"GRA","3D9.1C2D38D21D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-07 10:20:06","H",158,FALSE,"sockeye"
"BO1","3D9.1C2D3B0478","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-23 08:38:26","H",141,FALSE,"sockeye"
"BO1","3D9.1C2D3B0478","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-23 08:44:30","H",141,FALSE,"sockeye"
"MC1","3D9.1C2D3B0478","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-28 23:16:48","H",141,FALSE,"sockeye"
"MC1","3D9.1C2D3B0478","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-30 08:46:26","H",141,FALSE,"sockeye"
"MC1","3D9.1C2D3B0478","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-30 08:46:27","H",141,FALSE,"sockeye"
"ICH","3D9.1C2D3B0478","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-03 03:24:39","H",141,FALSE,"sockeye"
"ICH","3D9.1C2D3B0478","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-03 03:24:40","H",141,FALSE,"sockeye"
"GRA","3D9.1C2D3B0478","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-06 08:18:10","H",141,FALSE,"sockeye"
"GRA","3D9.1C2D3B0478","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-06 08:18:36","H",141,FALSE,"sockeye"
"STL","3D9.1C2D3B0478","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-08-20 16:57:50","H",141,FALSE,"sockeye"
"STL","3D9.1C2D3B0478","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-08-20 17:00:41","H",141,FALSE,"sockeye"
"SAWT","3D9.1C2D3B0478","Summer","SAWTRP","Upper Salmon","2010-05-04","Recapture","2012-08-21 13:42:00","H",141,FALSE,"sockeye"
"BO1","3D9.1C2D3EE4EA","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-06 04:48:48","H",128,FALSE,"sockeye"
"BO1","3D9.1C2D3EE4EA","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-06 04:54:16","H",128,FALSE,"sockeye"
"MC1","3D9.1C2D3EE4EA","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-12 08:35:08","H",128,FALSE,"sockeye"
"MC1","3D9.1C2D3EE4EA","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-12 08:35:09","H",128,FALSE,"sockeye"
"ICH","3D9.1C2D3EE4EA","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-13 18:10:55","H",128,FALSE,"sockeye"
"ICH","3D9.1C2D3EE4EA","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-14 06:55:51","H",128,FALSE,"sockeye"
"ICH","3D9.1C2D3EE4EA","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-14 06:55:52","H",128,FALSE,"sockeye"
"GRA","3D9.1C2D3EE4EA","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-17 09:51:47","H",128,FALSE,"sockeye"
"GRA","3D9.1C2D3EE4EA","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-17 09:52:51","H",128,FALSE,"sockeye"
"STL","3D9.1C2D3EE4EA","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-08-29 17:03:18","H",128,FALSE,"sockeye"
"STL","3D9.1C2D3EE4EA","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-08-29 17:09:26","H",128,FALSE,"sockeye"
"SAWT","3D9.1C2D3EE4EA","Summer","SAWTRP","Upper Salmon","2010-05-04","Recapture","2012-08-30 13:18:00","H",128,FALSE,"sockeye"
"BO1","3D9.1C2D3EEAE1","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-21 14:59:37","H",146,FALSE,"sockeye"
"BO1","3D9.1C2D3EEAE1","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-21 15:01:55","H",146,FALSE,"sockeye"
"BCC","3D9.1C2D3EF0FE","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-27 03:40:25","H",144,FALSE,"sockeye"
"BCC","3D9.1C2D3EF0FE","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-27 03:40:26","H",144,FALSE,"sockeye"
"BO3","3D9.1C2D3EF0FE","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-04 09:58:41","H",144,FALSE,"sockeye"
"BO3","3D9.1C2D3EF0FE","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-04 09:58:42","H",144,FALSE,"sockeye"
"BO4","3D9.1C2D3EF0FE","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-04 14:09:27","H",144,FALSE,"sockeye"
"BO4","3D9.1C2D3EF0FE","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-04 14:14:26","H",144,FALSE,"sockeye"
"BO1","3D9.1C2D41E6DC","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-07 06:56:10","H",112,FALSE,"sockeye"
"BO1","3D9.1C2D41E6DC","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-07 06:59:32","H",112,FALSE,"sockeye"
"MC2","3D9.1C2D41E6DC","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-12 16:31:49","H",112,FALSE,"sockeye"
"MC2","3D9.1C2D41E6DC","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-12 16:31:53","H",112,FALSE,"sockeye"
"ICH","3D9.1C2D41E6DC","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-15 14:01:19","H",112,FALSE,"sockeye"
"ICH","3D9.1C2D41E6DC","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-15 14:01:20","H",112,FALSE,"sockeye"
"GRA","3D9.1C2D41E6DC","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-20 16:31:10","H",112,FALSE,"sockeye"
"GRA","3D9.1C2D41E6DC","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-20 16:31:51","H",112,FALSE,"sockeye"
"BO1","3D9.1C2D421A2E","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-06 10:07:19","H",128,FALSE,"sockeye"
"BO1","3D9.1C2D421A2E","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-06 10:09:32","H",128,FALSE,"sockeye"
"MC1","3D9.1C2D421A2E","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-11 07:20:15","H",128,FALSE,"sockeye"
"MC1","3D9.1C2D421A2E","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-11 07:20:20","H",128,FALSE,"sockeye"
"ICH","3D9.1C2D421A2E","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-12 17:06:22","H",128,FALSE,"sockeye"
"ICH","3D9.1C2D421A2E","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-12 17:07:13","H",128,FALSE,"sockeye"
"GRA","3D9.1C2D421A2E","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-16 07:43:01","H",128,FALSE,"sockeye"
"GRA","3D9.1C2D421A2E","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-16 07:44:22","H",128,FALSE,"sockeye"
"LGRLDR","3D9.1C2D421A2E","Summer","SAWTRP","Upper Salmon","2010-05-04","Recapture","2012-07-17 01:47:00","H",128,FALSE,"sockeye"
"GRA","3D9.1C2D421A2E","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-17 15:21:47","H",128,FALSE,"sockeye"
"GRA","3D9.1C2D421A2E","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-17 15:22:50","H",128,FALSE,"sockeye"
"GRJ","3D9.1C2D44FF00","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-19 23:07:53","H",102,FALSE,"sockeye"
"GRJ","3D9.1C2D44FF00","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-19 23:07:55","H",102,FALSE,"sockeye"
"GOJ","3D9.1C2D44FF00","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-21 05:45:11","H",102,FALSE,"sockeye"
"GOJ","3D9.1C2D44FF00","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-21 05:45:12","H",102,FALSE,"sockeye"
"TWX","3D9.1C2D44FF00","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-31 03:35:49","H",102,FALSE,"sockeye"
"TWX","3D9.1C2D44FF00","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-31 03:35:52","H",102,FALSE,"sockeye"
"BO1","3D9.1C2D44FF00","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-25 10:56:41","H",102,FALSE,"sockeye"
"BO1","3D9.1C2D44FF00","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-25 11:00:14","H",102,FALSE,"sockeye"
"MCJ","3D9.1C2D450331","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-24 10:07:34","H",107,FALSE,"sockeye"
"MCJ","3D9.1C2D450331","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-24 10:07:35","H",107,FALSE,"sockeye"
"BO3","3D9.1C2D450331","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-05 14:58:58","H",107,FALSE,"sockeye"
"BO4","3D9.1C2D450331","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-05 16:35:10","H",107,FALSE,"sockeye"
"BO4","3D9.1C2D450331","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-05 16:35:11","H",107,FALSE,"sockeye"
"MC1","3D9.1C2D450331","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-12 10:25:23","H",107,FALSE,"sockeye"
"MC1","3D9.1C2D450331","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-12 10:25:24","H",107,FALSE,"sockeye"
"ICH","3D9.1C2D450331","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-14 09:06:43","H",107,FALSE,"sockeye"
"ICH","3D9.1C2D450331","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-15 01:10:09","H",107,FALSE,"sockeye"
"ICH","3D9.1C2D450331","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-15 01:10:10","H",107,FALSE,"sockeye"
"GRA","3D9.1C2D450331","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-19 12:24:44","H",107,FALSE,"sockeye"
"GRA","3D9.1C2D450331","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-19 12:25:31","H",107,FALSE,"sockeye"
"VC2","3D9.1C2D450331","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-09-20 19:19:20","H",107,FALSE,"sockeye"
"VC2","3D9.1C2D450331","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-09-20 19:20:14","H",107,FALSE,"sockeye"
"BO1","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-01 17:27:48","H",120,FALSE,"sockeye"
"BO1","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-01 17:30:21","H",120,FALSE,"sockeye"
"MC1","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-08 10:03:59","H",120,FALSE,"sockeye"
"MC1","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-08 10:04:02","H",120,FALSE,"sockeye"
"ICH","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-10 06:34:29","H",120,FALSE,"sockeye"
"ICH","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-10 06:34:30","H",120,FALSE,"sockeye"
"GRA","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-15 15:54:56","H",120,FALSE,"sockeye"
"GRA","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-15 15:55:45","H",120,FALSE,"sockeye"
"STL","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-08-19 16:25:29","H",120,FALSE,"sockeye"
"STL","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-08-19 20:55:25","H",120,FALSE,"sockeye"
"VC2","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-08-22 00:18:37","H",120,FALSE,"sockeye"
"VC2","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-08-22 00:19:47","H",120,FALSE,"sockeye"
"VC1","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-08-23 04:18:33","H",120,FALSE,"sockeye"
"VC1","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-09-29 16:26:48","H",120,FALSE,"sockeye"
"VC1","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-09-29 16:26:49","H",120,FALSE,"sockeye"
"VC2","3D9.1C2D450674","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-09-29 16:42:57","H",120,FALSE,"sockeye"
"BO1","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-17 19:11:29","H",147,FALSE,"sockeye"
"BO1","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-17 19:13:40","H",147,FALSE,"sockeye"
"MC1","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-23 15:24:35","H",147,FALSE,"sockeye"
"MC1","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-23 15:24:38","H",147,FALSE,"sockeye"
"ICH","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-25 17:43:13","H",147,FALSE,"sockeye"
"ICH","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-25 17:43:14","H",147,FALSE,"sockeye"
"GRA","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-30 11:18:54","H",147,FALSE,"sockeye"
"GRA","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-30 11:20:50","H",147,FALSE,"sockeye"
"GRJ","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-30 12:20:03","H",147,FALSE,"sockeye"
"GRA","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-03 15:50:50","H",147,FALSE,"sockeye"
"GRA","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-03 15:53:26","H",147,FALSE,"sockeye"
"VC2","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-08-14 02:11:33","H",147,FALSE,"sockeye"
"VC2","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-08-14 02:12:03","H",147,FALSE,"sockeye"
"VC1","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-08-18 21:28:19","H",147,FALSE,"sockeye"
"VC1","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-08-18 21:28:20","H",147,FALSE,"sockeye"
"VC2","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-08-18 21:46:35","H",147,FALSE,"sockeye"
"VC2","3D9.1C2D45198A","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-08-18 21:46:44","H",147,FALSE,"sockeye"
"GOJ","3D9.1C2D451AF0","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-18 21:43:14","H",150,FALSE,"sockeye"
"GOJ","3D9.1C2D451AF0","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-18 21:43:16","H",150,FALSE,"sockeye"
"BO4","3D9.1C2D451AF0","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-28 07:08:23","H",150,FALSE,"sockeye"
"BO4","3D9.1C2D451AF0","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-28 07:08:24","H",150,FALSE,"sockeye"
"MC1","3D9.1C2D451AF0","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-08 19:24:28","H",150,FALSE,"sockeye"
"MC1","3D9.1C2D451AF0","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-08 19:24:37","H",150,FALSE,"sockeye"
"GRA","3D9.1C2D451AF0","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-15 02:39:51","H",150,FALSE,"sockeye"
"GRA","3D9.1C2D451AF0","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-15 02:43:52","H",150,FALSE,"sockeye"
"SAWT","3D9.1C2D451AF0","Summer","SAWTRP","Upper Salmon","2010-05-04","Recapture","2012-09-20 09:14:00","H",150,FALSE,"sockeye"
"LMJ","3D9.1C2D451BB2","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-22 23:10:11","H",106,FALSE,"sockeye"
"LMJ","3D9.1C2D451BB2","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-22 23:10:12","H",106,FALSE,"sockeye"
"BO1","3D9.1C2D451BB2","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-24 15:02:21","H",106,FALSE,"sockeye"
"BO1","3D9.1C2D451BB2","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-24 15:04:16","H",106,FALSE,"sockeye"
"BCC","3D9.1C2D452569","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-25 20:26:15","H",NA,FALSE,"sockeye"
"BO1","3D9.1C2D452569","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-14 10:01:22","H",NA,FALSE,"sockeye"
"BO1","3D9.1C2D452569","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-14 10:05:36","H",NA,FALSE,"sockeye"
"MC1","3D9.1C2D452569","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-18 17:13:58","H",NA,FALSE,"sockeye"
"MC1","3D9.1C2D452569","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-18 17:14:03","H",NA,FALSE,"sockeye"
"ICH","3D9.1C2D452569","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-21 00:47:40","H",NA,FALSE,"sockeye"
"ICH","3D9.1C2D452569","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-21 15:07:37","H",NA,FALSE,"sockeye"
"ICH","3D9.1C2D452569","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-21 15:08:01","H",NA,FALSE,"sockeye"
"GOJ","3D9.1C2D452569","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-27 15:09:14","H",NA,FALSE,"sockeye"
"GOJ","3D9.1C2D452569","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-31 16:14:14","H",NA,FALSE,"sockeye"
"B2J","3D9.1C2D45306D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-26 22:42:53","H",162,FALSE,"sockeye"
"B2J","3D9.1C2D45306D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2010-05-26 22:42:54","H",162,FALSE,"sockeye"
"BO1","3D9.1C2D45306D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-22 13:05:06","H",162,FALSE,"sockeye"
"BO1","3D9.1C2D45306D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-22 13:07:58","H",162,FALSE,"sockeye"
"BO4","3D9.1C2D45306D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-25 09:19:51","H",162,FALSE,"sockeye"
"BO4","3D9.1C2D45306D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-06-25 09:19:52","H",162,FALSE,"sockeye"
"MC1","3D9.1C2D45306D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-03 12:40:59","H",162,FALSE,"sockeye"
"MC1","3D9.1C2D45306D","Summer","SAWTRP","Upper Salmon","2010-05-04","Observation","2012-07-03 12:41:00","H",162,FALSE,"sockeye"
